nGroups,groupSize,whichGroup,testFrom,testTo,esspi,mean
2,3,0,0,0,0.741268,0.407000
2,3,0,0,1,0.602714,0.517000
2,3,0,0,2,0.499210,0.076000
2,3,0,1,0,0.944030,0.018500
2,3,0,1,1,0.347075,0.120000
2,3,0,1,2,0.309440,0.861500
2,3,0,2,0,0.739400,0.574500
2,3,0,2,1,0.639834,0.363000
2,3,0,2,2,0.397792,0.062500
2,3,1,0,0,0.739400,0.574500
2,3,1,0,1,0.639834,0.363000
2,3,1,0,2,0.397792,0.062500
2,3,1,1,0,1.456095,0.366500
2,3,1,1,1,1.081109,0.336500
2,3,1,1,2,2.177574,0.297000
2,3,1,2,0,1.050039,0.305000
2,3,1,2,1,0.742180,0.317500
2,3,1,2,2,1.307816,0.377500
2,4,0,0,0,1.024656,0.000500
2,4,0,0,1,0.485988,0.009000
2,4,0,0,2,0.312272,0.975500
2,4,0,0,3,0.238962,0.015000
2,4,0,1,0,0.569282,0.249500
2,4,0,1,1,0.608627,0.743500
2,4,0,1,2,0.636069,0.006000
2,4,0,1,3,0.512078,0.001000
2,4,0,2,0,0.571669,0.750000
2,4,0,2,1,0.578770,0.247500
2,4,0,2,2,0.478690,0.002500
2,4,0,2,3,NaN,0.000000
2,4,0,3,0,NaN,0.000000
2,4,0,3,1,NaN,0.000000
2,4,0,3,2,0.244307,0.016000
2,4,0,3,3,0.238180,0.984000
2,4,1,0,0,0.571669,0.750000
2,4,1,0,1,0.578770,0.247500
2,4,1,0,2,0.478690,0.002500
2,4,1,0,3,NaN,0.000000
2,4,1,1,0,NaN,0.000000
2,4,1,1,1,NaN,0.000000
2,4,1,1,2,0.244307,0.016000
2,4,1,1,3,0.238180,0.984000
2,4,1,2,0,NaN,0.000000
2,4,1,2,1,NaN,0.000000
2,4,1,2,2,0.541332,0.024000
2,4,1,2,3,0.527645,0.976000
2,4,1,3,0,1.024656,0.000500
2,4,1,3,1,0.510884,0.015000
2,4,1,3,2,0.432771,0.961500
2,4,1,3,3,0.518233,0.023000
2,5,0,0,0,0.646307,0.073000
2,5,0,0,1,0.719199,0.915500
2,5,0,0,2,0.539446,0.009500
2,5,0,0,3,0.414921,0.002000
2,5,0,0,4,NaN,0.000000
2,5,0,1,0,1.047974,0.001000
2,5,0,1,1,0.590906,0.004500
2,5,0,1,2,0.958048,0.597000
2,5,0,1,3,0.997104,0.371500
2,5,0,1,4,0.479662,0.026000
2,5,0,2,0,NaN,0.000000
2,5,0,2,1,NaN,0.000000
2,5,0,2,2,0.332891,0.019500
2,5,0,2,3,0.749664,0.054000
2,5,0,2,4,0.488074,0.926500
2,5,0,3,0,0.633849,0.925000
2,5,0,3,1,0.654400,0.074500
2,5,0,3,2,1.024656,0.000500
2,5,0,3,3,NaN,0.000000
2,5,0,3,4,NaN,0.000000
2,5,0,4,0,1.047974,0.001000
2,5,0,4,1,0.766326,0.005500
2,5,0,4,2,1.099027,0.373500
2,5,0,4,3,1.001095,0.572500
2,5,0,4,4,1.075422,0.047500
2,5,1,0,0,NaN,0.000000
2,5,1,0,1,NaN,0.000000
2,5,1,0,2,0.332891,0.019500
2,5,1,0,3,0.749664,0.054000
2,5,1,0,4,0.488074,0.926500
2,5,1,1,0,0.633849,0.925000
2,5,1,1,1,0.654400,0.074500
