nGroups,groupSize,whichGroup,testFrom,testTo,esspi,mean
2,3,0,0,0,1.229303,0.406500
2,3,0,0,1,1.582806,0.525500
2,3,0,0,2,0.517880,0.068000
2,3,0,1,0,0.693745,0.017000
2,3,0,1,1,0.416028,0.103500
2,3,0,1,2,0.388352,0.879500
2,3,0,2,0,1.085770,0.576500
2,3,0,2,1,1.300768,0.371000
2,3,0,2,2,0.528536,0.052500
2,3,1,0,0,1.085770,0.576500
2,3,1,0,1,1.300768,0.371000
2,3,1,0,2,0.528536,0.052500
2,3,1,1,0,0.941695,0.354000
2,3,1,1,1,0.827781,0.343000
2,3,1,1,2,1.234654,0.303000
2,3,1,2,0,1.085899,0.327000
2,3,1,2,1,1.068086,0.305500
2,3,1,2,2,1.313011,0.367500
2,4,0,0,0,1.047974,0.001000
2,4,0,0,1,0.713225,0.008000
2,4,0,0,2,0.670977,0.975500
2,4,0,0,3,0.771957,0.015500
2,4,0,1,0,1.448421,0.269000
2,4,0,1,1,1.290500,0.723000
2,4,0,1,2,0.783455,0.008000
2,4,0,1,3,NaN,0.000000
2,4,0,2,0,1.441047,0.730000
2,4,0,2,1,1.451421,0.268500
2,4,0,2,2,1.072402,0.001500
2,4,0,2,3,NaN,0.000000
2,4,0,3,0,NaN,0.000000
2,4,0,3,1,1.024656,0.000500
2,4,0,3,2,0.823090,0.015000
2,4,0,3,3,0.752604,0.984500
2,4,1,0,0,1.441047,0.730000
2,4,1,0,1,1.451421,0.268500
2,4,1,0,2,1.072402,0.001500
2,4,1,0,3,NaN,0.000000
2,4,1,1,0,NaN,0.000000
2,4,1,1,1,1.024656,0.000500
2,4,1,1,2,0.823090,0.015000
2,4,1,1,3,0.752604,0.984500
2,4,1,2,0,NaN,0.000000
2,4,1,2,1,1.047974,0.001000
2,4,1,2,2,0.845336,0.020500
2,4,1,2,3,0.858547,0.978500
2,4,1,3,0,1.024656,0.000500
2,4,1,3,1,0.903011,0.011500
2,4,1,3,2,0.852372,0.967000
2,4,1,3,3,0.845028,0.021000
2,5,0,0,0,0.608781,0.075500
2,5,0,0,1,0.501939,0.902000
2,5,0,0,2,0.554003,0.021000
2,5,0,0,3,1.072402,0.001500
2,5,0,0,4,NaN,0.000000
2,5,0,1,0,1.024656,0.000500
2,5,0,1,1,0.629204,0.009500
2,5,0,1,2,1.092798,0.570000
2,5,0,1,3,1.269703,0.401000
2,5,0,1,4,0.549976,0.019000
2,5,0,2,0,NaN,0.000000
2,5,0,2,1,NaN,0.000000
2,5,0,2,2,0.779770,0.015000
2,5,0,2,3,0.795762,0.045000
2,5,0,2,4,1.056545,0.940000
2,5,0,3,0,0.612178,0.924000
2,5,0,3,1,0.610778,0.075000
2,5,0,3,2,1.047974,0.001000
2,5,0,3,3,NaN,0.000000
2,5,0,3,4,NaN,0.000000
2,5,0,4,0,NaN,0.000000
2,5,0,4,1,0.714587,0.013500
2,5,0,4,2,1.208406,0.393000
2,5,0,4,3,1.427817,0.552500
2,5,0,4,4,1.445780,0.041000
2,5,1,0,0,NaN,0.000000
2,5,1,0,1,NaN,0.000000
2,5,1,0,2,0.779770,0.015000
2,5,1,0,3,0.795762,0.045000
2,5,1,0,4,1.056545,0.940000
2,5,1,1,0,0.612178,0.924000
2,5,1,1,1,0.610778,0.075000
2,5,1,1,2,1.047974,0.001000
2,5,1,1,3,NaN,0.000000
2,5,1,1,4,NaN,0.000000
2,5,1,2,0,NaN,0.000000
2,5,1,2,1,0.714587,0.013500
2,5,1,2,2,1.208406,0.393000
2,5,1,2,3,1.427817,0.552500
2,5,1,2,4,1.445780,0.041000
2,5,1,3,0,0.512078,0.001000
2,5,1,3,1,0.642038,0.018500
2,5,1,3,2,1.731496,0.453000
2,5,1,3,3,1.757172,0.503500
2,5,1,3,4,1.097841,0.024000
2,5,1,4,0,0.471952,0.976000
2,5,1,4,1,0.497709,0.023000
2,5,1,4,2,1.047974,0.001000
2,5,1,4,3,NaN,0.000000
2,5,1,4,4,NaN,0.000000
2,6,0,0,0,1.024656,0.000500
2,6,0,0,1,0.864009,0.029500
2,6,0,0,2,0.718465,0.900000
2,6,0,0,3,0.676192,0.069000
2,6,0,0,4,0.512078,0.001000
2,6,0,0,5,NaN,0.000000
2,6,0,1,0,0.532755,0.974500
2,6,0,1,1,0.546596,0.025500
2,6,0,1,2,NaN,0.000000
2,6,0,1,3,NaN,0.000000
2,6,0,1,4,NaN,0.000000
2,6,0,1,5,NaN,0.000000
2,6,0,2,0,0.607830,0.025000
2,6,0,2,1,0.556940,0.943000
2,6,0,2,2,0.864009,0.029500
2,6,0,2,3,1.047974,0.001000
2,6,0,2,4,0.341219,0.001500
2,6,0,2,5,NaN,0.000000
2,6,0,3,0,NaN,0.000000
2,6,0,3,1,0.414921,0.002000
2,6,0,3,2,0.854141,0.067000
2,6,0,3,3,0.643052,0.925500
2,6,0,3,4,0.976280,0.004500
2,6,0,3,5,0.512078,0.001000
2,6,0,4,0,NaN,0.000000
2,6,0,4,1,NaN,0.000000
2,6,0,4,2,0.170359,0.003000
2,6,0,4,3,NaN,0.000000
2,6,0,4,4,0.767675,0.109500
2,6,0,4,5,0.602742,0.887500
2,6,0,5,0,NaN,0.000000
2,6,0,5,1,NaN,0.000000
2,6,0,5,2,1.024656,0.000500
2,6,0,5,3,0.976280,0.004500
2,6,0,5,4,0.602482,0.883500
2,6,0,5,5,0.673133,0.111500
2,6,1,0,0,0.607830,0.025000
2,6,1,0,1,0.556940,0.943000
2,6,1,0,2,0.864009,0.029500
2,6,1,0,3,1.047974,0.001000
2,6,1,0,4,0.341219,0.001500
2,6,1,0,5,NaN,0.000000
2,6,1,1,0,NaN,0.000000
2,6,1,1,1,0.414921,0.002000
2,6,1,1,2,0.854141,0.067000
2,6,1,1,3,0.643052,0.925500
2,6,1,1,4,0.976280,0.004500
2,6,1,1,5,0.512078,0.001000
2,6,1,2,0,NaN,0.000000
2,6,1,2,1,NaN,0.000000
