nGroups,groupSize,whichGroup,testFrom,testTo,esspi,mean
1,3,0,0,0,1.384089,0.285000
1,3,0,0,1,1.057558,0.520500
1,3,0,0,2,0.702461,0.194500
1,3,0,1,0,1.117042,0.605000
1,3,0,1,1,1.135369,0.306000
1,3,0,1,2,0.905629,0.089000
1,3,0,2,0,0.700097,0.110000
1,3,0,2,1,0.468141,0.173500
1,3,0,2,2,0.602019,0.716500
1,4,0,0,0,1.024656,0.000500
1,4,0,0,1,0.857438,0.024000
1,4,0,0,2,0.561142,0.098500
1,4,0,0,3,0.478237,0.877000
1,4,0,1,0,0.638176,0.036500
1,4,0,1,1,0.613973,0.378000
1,4,0,1,2,0.597916,0.507000
1,4,0,1,3,0.640607,0.078500
1,4,0,2,0,0.935706,0.874000
1,4,0,2,1,1.015719,0.105000
1,4,0,2,2,0.779452,0.019500
1,4,0,2,3,1.072402,0.001500
1,4,0,3,0,1.123041,0.089000
1,4,0,3,1,0.908222,0.493000
1,4,0,3,2,0.649258,0.375000
1,4,0,3,3,1.152754,0.043000
1,5,0,0,0,0.572156,0.191000
1,5,0,0,1,0.378669,0.458500
1,5,0,0,2,0.357010,0.235500
1,5,0,0,3,0.598873,0.095500
1,5,0,0,4,0.749004,0.019500
1,5,0,1,0,0.471479,0.684000
1,5,0,1,1,0.404772,0.232000
1,5,0,1,2,0.372856,0.067000
1,5,0,1,3,0.250351,0.014000
1,5,0,1,4,0.454292,0.003000
1,5,0,2,0,0.449101,0.095500
1,5,0,2,1,0.430331,0.179000
1,5,0,2,2,0.436164,0.344500
1,5,0,2,3,0.707122,0.248500
1,5,0,2,4,0.700447,0.132500
1,5,0,3,0,0.508918,0.014500
1,5,0,3,1,0.548344,0.065500
1,5,0,3,2,0.696742,0.157000
1,5,0,3,3,0.621991,0.296000
1,5,0,3,4,0.697275,0.467000
1,5,0,4,0,0.569832,0.015000
1,5,0,4,1,0.496119,0.065000
1,5,0,4,2,0.660369,0.196000
1,5,0,4,3,0.786325,0.346000
1,5,0,4,4,0.910942,0.378000
1,6,0,0,0,NaN,0.000000
1,6,0,0,1,1.047974,0.001000
1,6,0,0,2,0.401051,0.027500
1,6,0,0,3,0.553174,0.330000
1,6,0,0,4,0.623451,0.524500
1,6,0,0,5,0.556769,0.117000
1,6,0,1,0,0.974463,0.691500
1,6,0,1,1,0.701972,0.224000
1,6,0,1,2,0.692795,0.079500
1,6,0,1,3,0.504347,0.005000
1,6,0,1,4,NaN,0.000000
1,6,0,1,5,NaN,0.000000
1,6,0,2,0,0.761393,0.172000
1,6,0,2,1,0.613411,0.481000
1,6,0,2,2,0.750548,0.315000
1,6,0,2,3,0.721184,0.029500
1,6,0,2,4,0.478690,0.002500
1,6,0,2,5,NaN,0.000000
1,6,0,3,0,NaN,0.000000
1,6,0,3,1,0.341219,0.001500
1,6,0,3,2,1.024656,0.000500
1,6,0,3,3,0.953560,0.029000
1,6,0,3,4,0.566587,0.152500
1,6,0,3,5,0.509204,0.816500
1,6,0,4,0,NaN,0.000000
1,6,0,4,1,0.932852,0.007500
1,6,0,4,2,0.529953,0.081000
1,6,0,4,3,0.667450,0.533000
1,6,0,4,4,0.515224,0.313500
1,6,0,4,5,0.579340,0.065000
1,6,0,5,0,0.778139,0.136500
1,6,0,5,1,0.590556,0.285000
1,6,0,5,2,0.529991,0.496500
1,6,0,5,3,0.396344,0.073500
1,6,0,5,4,0.789905,0.007000
1,6,0,5,5,0.341219,0.001500
1,7,0,0,0,0.638300,0.034000
1,7,0,0,1,0.484943,0.180500
1,7,0,0,2,0.626309,0.421500
1,7,0,0,3,0.425463,0.255500
1,7,0,0,4,0.726139,0.078500
1,7,0,0,5,0.523629,0.025500
1,7,0,0,6,0.270535,0.004500
1,7,0,1,0,1.024656,0.000500
1,7,0,1,1,0.469332,0.021500
1,7,0,1,2,0.462565,0.125000
