index_0,sample,value
3,138,0.05548684180203717
0,139,0.342320928933181
1,139,0.08125451304674831
2,139,0.8225818097102848
3,139,0.21086532652353857
0,140,0.15141523815306723
1,140,0.05022580375200539
2,140,0.5128600621270879
3,140,0.3139309339409051
0,141,0.04845333777947075
1,141,0.1783066797740973
2,141,0.10306256853765605
3,141,0.21667211350991034
0,142,0.627440188958675
1,142,0.060168949188015075
2,142,0.32941242770831636
3,142,0.3074796289712639
0,143,0.3589771894307481
1,143,0.5214420136493481
2,143,0.75946664449919
3,143,0.849000148775781
0,144,0.08383068554205182
1,144,0.16204781142073155
2,144,0.9503387768539197
3,144,0.506285133779296
0,145,0.28097582986392966
1,145,0.550009697989595
2,145,0.9102969173882905
3,145,0.189947050700149
0,146,0.9102975678199364
1,146,0.2815646572261794
2,146,0.10000964543102159
3,146,0.8827273774387898
0,147,0.2232679768052742
1,147,0.5864834532837309
2,147,0.9828976225507169
3,147,0.18715858605405328
0,148,0.9450336877961679
1,148,0.1119148660892772
2,148,0.2671883280863223
3,148,0.0202408741215101
0,149,0.10458977938299974
1,149,0.823263240293322
2,149,0.5194793606439163
3,149,0.960458126782838
0,150,0.9231997231733232
1,150,0.38492433244333424
2,150,0.5056784136449372
3,150,0.37080190585950523
0,151,0.37607248936290255
1,151,0.035596367757291913
2,151,0.17552316848770477
3,151,0.5578760202382758
0,152,0.6797283506996628
1,152,0.6869927893717502
2,152,0.055791578726542834
3,152,0.15308281382077504
0,153,0.3329182720023858
1,153,0.29278520253069495
2,153,0.688932149947
3,153,0.963189620695565
0,154,0.3094312593354641
1,154,0.25660549486521145
2,154,0.33576871320599205
3,154,0.1883191626959092
0,155,0.9783258238564971
1,155,0.5426761515331393
2,155,0.9286904595545142
3,155,0.3953334152667344
0,156,0.20621813422045218
1,156,0.7017254355103277
2,156,0.7986711320334763
3,156,0.6018226034140559
0,157,0.0031814942557751164
1,157,0.1973094506562582
2,157,0.30976236799306345
3,157,0.3920276430149787
0,158,0.9182396875541503
1,158,0.5148358812899054
2,158,0.7399828158599873
3,158,0.9835716404267327
0,159,0.4558672298403702
1,159,0.02166919559315783
2,159,0.20769972236008938
3,159,0.7421962460806126
0,160,0.48879075687863294
1,160,0.5940773132776619
2,160,0.6813069471313189
3,160,0.40136493332243894
0,161,0.18696799191418845
1,161,0.3232684971246713
2,161,0.431042065125561
3,161,0.552891266025123
0,162,0.7462638992726005
1,162,0.8345902590723884
2,162,0.922471202783472
3,162,0.5291203204200388
0,163,0.4828094475664022
1,163,0.3576792957245982
2,163,0.9836400555373277
3,163,0.10855725444680742
0,164,0.7765147281071305
1,164,0.7644172436935444
2,164,0.6336915366566629
3,164,0.9207741162908041
0,165,0.6912535428687906
1,165,0.8931927601610721
2,165,0.2822692093549455
3,165,0.17519697821742852
0,166,0.9894443982991106
1,166,0.9055721347941066
2,166,0.26937246871277787
3,166,0.2427068830939212
0,167,0.2597427760538031
1,167,0.9849672438114375
2,167,0.24573619553857684
3,167,0.007930504962760418
0,168,0.29709185664463056
1,168,0.8511714082520474
2,168,0.5025446906923299
3,168,0.3715978931729784
0,169,0.6238367976067035
1,169,0.7846380972469726
2,169,0.6709012772016132
3,169,0.5551912296380155
0,170,0.12292057785104568
1,170,0.5331853587283333
2,170,0.569541052403162
3,170,0.6396218950224972
0,171,0.05622737572157898
1,171,0.5875598046404993
2,171,0.9284487503288716
3,171,0.11720295071488385
0,172,0.5575812012760106
1,172,0.9977706024724731
2,172,0.23900821301073139
3,172,0.21111709763148356
0,173,0.6782506079148278
1,173,0.6220328414781158
2,173,0.11824697325658118
3,173,0.21930070857276268
0,174,0.4293652703419238
1,174,0.087177310181618
2,174,0.04429900652324015
3,174,0.05905748174484815
0,175,0.37106048560684973
1,175,0.3340970744316465
2,175,0.6783402089588408
3,175,0.7624440175763127
0,176,0.9585367906444326
1,176,0.46123295053227376
2,176,0.8307836287556531
3,176,0.6791416843392467
0,177,0.04424488938441183
1,177,0.08791013944503007
2,177,0.2396284262336119
3,177,0.09418060565335618
0,178,0.25110052608679184
1,178,0.43650231957685226
2,178,0.09284115254003833
3,178,0.4378428264092316
0,179,0.3536204400431352
1,179,0.8715791524393307
2,179,0.11910909264183567
3,179,0.09320045572805502
0,180,0.8157944689813171
1,180,0.8083543623512419
2,180,0.01618775165215402
3,180,0.38796629904143987
0,181,0.5472528264097449
1,181,0.10135136384728893
2,181,0.4561273494699699
3,181,0.9338172556051163
0,182,0.6309174502135074
1,182,0.540422168618429
2,182,0.0018413884223014154
3,182,0.5465505421770451
0,183,0.7395974271116942
1,183,0.43346282155594595
2,183,0.9414066641198706
3,183,0.473169757329408
0,184,0.8487875839026359
1,184,0.21232523360971522
2,184,0.8538142330136846
3,184,0.2706224591817148
0,185,0.02287902748215669
1,185,0.5547529411267971
2,185,0.7161639625610945
3,185,0.6777868127454795
0,186,0.22868291400480623
1,186,0.04701045337252041
2,186,0.40336744799874236
3,186,0.4937042057047827
0,187,0.022726265816089514
1,187,0.49569688001504053
2,187,0.47431823582232147
3,187,0.5744537150062817
0,188,0.7308894557777806
1,188,0.8338964898574838
2,188,0.3423343416677733
3,188,0.031171259425294834
0,189,0.8100239850838092
1,189,0.9972616640706755
2,189,0.2767061176943124
3,189,0.017657218717567143
0,190,0.6653021377776209
1,190,0.4404994602723379
2,190,0.4376134244778499
3,190,0.4395673179893047
0,191,0.17339137786219264
1,191,0.6314156256312468
2,191,0.4656148859963971
3,191,0.3852757915115458
0,192,0.18493941396369046
1,192,0.9384506494878557
2,192,0.47384088281252956
3,192,0.7928839039750504
0,193,0.9524012963391281
1,193,0.7675639117654658
2,193,0.8804477782829245
3,193,0.2230618572733336
0,194,0.8749441046357508
1,194,0.8490858731407914
2,194,0.5989375703576747
3,194,0.6993903348500582
0,195,0.507689254303566
1,195,0.3731848753379119
2,195,0.5554066764202836
