index_0,sample,entry,value
0,14,0,0.19586716721326092
0,14,1,0.18821757521667423
0,14,2,0.13109325649207218
0,14,3,0.2141743156516483
0,14,4,0.05824200816766195
0,14,5,0.13554508942399773
0,14,6,0.07686058783468447
1,14,0,0.1742488940486105
1,14,1,0.08950889636154269
1,14,2,0.2230428888990832
1,14,3,0.2737933533850228
1,14,4,0.07135709845426393
1,14,5,0.14690599413902938
1,14,6,0.02114287471244758
0,15,0,0.2182107182866302
0,15,1,0.13876899764604003
0,15,2,0.2076998462683536
0,15,3,0.15961456922401182
0,15,4,0.12727186226339085
0,15,5,0.10528464375857563
0,15,6,0.04314936255299773
1,15,0,0.19548293228452154
1,15,1,0.16340295351552012
1,15,2,0.11578608770331147
1,15,3,0.25454071350913177
1,15,4,0.21798081630406718
1,15,5,0.0158615705876366
1,15,6,0.03694492609581147
0,16,0,0.19333118362271684
0,16,1,0.23522201368685836
0,16,2,0.12396793094814285
0,16,3,0.09584430465100385
0,16,4,0.17254767131648951
0,16,5,0.07151120454067487
0,16,6,0.1075756912341136
1,16,0,0.19548293228452154
1,16,1,0.18281258708335732
1,16,2,0.09637645413547427
1,16,3,0.24705493250888777
1,16,4,0.19418798551153993
1,16,5,0.05731511178956594
1,16,6,0.026769996686653377
0,17,0,0.2364676532773816
0,17,1,0.20591947778904762
0,17,2,0.1017420896671232
0,17,3,0.13066314627651396
0,17,4,0.10211321926798043
0,17,5,0.17571909580708467
0,17,6,0.04737531791486841
1,17,0,0.3843115475375965
1,17,1,0.08830981335822768
1,17,2,0.1067196300021227
1,17,3,0.16645279414256822
1,17,4,0.20139971827603698
1,17,5,0.03325861495187145
1,17,6,0.019547881731576622
0,18,0,0.2443925181946341
0,18,1,0.05830358794826085
0,18,2,0.18151233171347664
0,18,3,0.2408558449518281
0,18,4,0.15170271851429207
0,18,5,0.11389485270928895
0,18,6,0.009338145968219198
1,18,0,0.2114190099247951
1,18,1,0.14746687587524657
1,18,2,0.21418790006869934
1,18,3,0.20486500935622676
1,18,4,0.17319106216881608
1,18,5,0.04464555309653992
1,18,6,0.004224589509676378
0,19,0,0.21004071917603712
0,19,1,0.07747791079379608
0,19,2,0.06696531039081537
0,19,3,0.29388149254807333
0,19,4,0.1715462773641454
0,19,5,0.12620696615611737
0,19,6,0.053881323571015216
1,19,0,0.2114190099247951
1,19,1,0.14746687587524657
1,19,2,0.17493425967127696
1,19,3,0.3021527883216362
1,19,4,0.07006339995502989
1,19,5,0.07724629455379242
1,19,6,0.01671737169822296
0,20,0,0.30911746142148977
0,20,1,0.08205967517962409
0,20,2,0.17780840111783608
0,20,3,0.22712312539041218
0,20,4,0.06371394440625838
0,20,5,0.06897816252422427
0,20,6,0.07119922996015511
1,20,0,0.15435612854673636
1,20,1,0.07147710948841715
1,20,2,0.22077237117769813
1,20,3,0.2559238796240382
1,20,4,0.19562481693445502
1,20,5,0.04919643386683839
1,20,6,0.05264926036181694
0,21,0,0.2603624781683391
0,21,1,0.1308146584327748
0,21,2,0.15834038348982563
0,21,3,0.12350401232515504
0,21,4,0.18313719707495107
0,21,5,0.09487301312211971
0,21,6,0.04896825738683455
1,21,0,0.1724829979721036
1,21,1,0.19060121854743894
1,21,2,0.1024669300307548
1,21,3,0.32232451201106266
1,21,4,0.16351617547469294
1,21,5,0.023992179869175474
1,21,6,0.02461598609477174
0,22,0,0.26271341850873053
0,22,1,0.1592503963043639
0,22,2,0.11817578299100737
0,22,3,0.19993618248523753
0,22,4,0.11974682722628122
0,22,5,0.09120913509754482
0,22,6,0.04896825738683455
1,22,0,0.20092429030988446
1,22,1,0.16126546104967995
1,22,2,0.1024669300307548
1,22,3,0.2844409692097186
1,22,4,0.15567835382011314
1,22,5,0.0639033626262667
1,22,6,0.031320632953582436
0,23,0,0.267555426447552
0,23,1,0.11484989453698913
0,23,2,0.20734496511892928
0,23,3,0.22965839624895792
0,23,4,0.108672324615625
0,23,5,0.06418768566149154
0,23,6,0.00773130737045503
1,23,0,0.20637559537249714
1,23,1,0.07662489602743389
1,23,2,0.19317035225140775
1,23,3,0.27112181153716197
1,23,4,0.13555157571517343
1,23,5,0.09059927863022849
1,23,6,0.02655649046609743
0,24,0,0.2751526668195561
0,24,1,0.08959643167020138
0,24,2,0.21679262880094508
0,24,3,0.22021073256694212
0,24,4,0.12068477515534168
0,24,5,0.03822553464819031
0,24,6,0.03933723033882319
1,24,0,0.1744246275805594
1,24,1,0.08058737945964414
1,24,2,0.2523605100188394
1,24,3,0.20696011399114478
1,24,4,0.2043613002496052
1,24,5,0.0429968842084023
1,24,6,0.038309184491804905
0,25,0,0.13097453024926387
0,25,1,0.15772511674033002
0,25,2,0.09778720542947636
0,25,3,0.1751218751864046
0,25,4,0.18116789393775717
0,25,5,0.08961619516124202
0,25,6,0.16760718329552599
1,25,0,0.11007864811960033
1,25,1,0.14285232589698366
1,25,2,0.13326077648162174
1,25,3,0.19410574528071076
1,25,4,0.16418697021163087
1,25,5,0.14818135658620527
1,25,6,0.10733417742324727
0,26,0,0.14313862625061372
0,26,1,0.10077591218022904
0,26,2,0.18675853318843177
0,26,3,0.16964322349623212
0,26,4,0.3643272957849466
0,26,5,0.017554905182818048
0,26,6,0.017801503916728755
1,26,0,0.08950709011848998
1,26,1,0.15624067741469044
1,26,2,0.2376689265416477
1,26,3,0.09407496228947079
1,26,4,0.2630616090344525
1,26,5,0.028789686658147462
1,26,6,0.1306570479431012
0,27,0,0.2890634636323701
0,27,1,0.19165161334001815
0,27,2,0.14405973794080157
0,27,3,0.08870955127726873
0,27,4,0.09417503799810828
0,27,5,0.10437680702683014
0,27,6,0.08796378878460304
1,27,0,0.4190003207922376
1,27,1,0.12462812358408548
1,27,2,0.046405412713790575
1,27,3,0.05896303086084137
1,27,4,0.04906177460949978
1,27,5,0.16434148546830227
1,27,6,0.1375998519712431
0,28,0,0.08834244316648966
0,28,1,0.23574641445888045
0,28,2,0.044238779138772055
0,28,3,0.1880498165811627
0,28,4,0.2820287783187256
0,28,5,0.055842626720237064
0,28,6,0.1057511416157325
1,28,0,0.143085027854093
1,28,1,0.25932007845542465
1,28,2,0.06819734931909206
1,28,3,0.16202338689507112
1,28,4,0.20063061343174415
1,28,5,0.04890860693824553
1,28,6,0.11783493710632958
0,29,0,0.22588822045725568
0,29,1,0.15344516715543424
0,29,2,0.08143157134663626
0,29,3,0.10234927960121148
0,29,4,0.30983898490264167
0,29,5,0.05386759474353734
0,29,6,0.0731791817932834
1,29,0,0.12795072613815178
1,29,1,0.2338684087154454
1,29,2,0.13667877883429919
1,29,3,0.08053821719250516
1,29,4,0.29087317738858554
1,29,5,0.020541335606565514
1,29,6,0.10954935612444751
0,30,0,0.16945288447401824
0,30,1,0.1668532550352082
0,30,2,0.1713052867897491
0,30,3,0.177053391973826
0,30,4,0.14445019253692523
0,30,5,0.1185759443167684
0,30,6,0.052309044873504615
1,30,0,0.17349193394260337
1,30,1,0.11729387981010678
1,30,2,0.19240604940644432
1,30,3,0.12831542270188573
1,30,4,0.13845671746356114
1,30,5,0.07453959296904002
1,30,6,0.17549640370635877
0,31,0,0.16022179644819334
0,31,1,0.18682787945561768
0,31,2,0.15668282889858648
0,31,3,0.17500288126773647
0,31,4,0.16853635796938574
0,31,5,0.10041921108697546
0,31,6,0.052309044873504615
1,31,0,0.15095786228510505
1,31,1,0.18727421612932166
1,31,2,0.10863243207479907
1,31,3,0.2127037976230875
1,31,4,0.19707573580492732
1,31,5,0.06367892942167225
1,31,6,0.07967702666108732
0,32,0,0.13793884248373256
0,32,1,0.19054501863043005
0,32,2,0.14215213393945156
0,32,3,0.1268254663103808
0,32,4,0.21970823418005964
0,32,5,0.08443396405464637
0,32,6,0.09839634040129887
1,32,0,0.1559673375708951
1,32,1,0.21104515068981297
1,32,2,0.07861500151219894
1,32,3,0.1410953936247335
1,32,4,0.238794376271458
1,32,5,0.05646699840713362
1,32,6,0.11801574192376799
0,33,0,0.23524744370912065
0,33,1,0.1388389003983148
0,33,2,0.1029131553658294
0,33,3,0.16606444488400296
0,33,4,0.23612000954371465
0,33,5,0.027016330324201043
0,33,6,0.09379971577481634
1,33,0,0.1592064463095164
1,33,1,0.18100497498382695
1,33,2,0.1471754663128631
1,33,3,0.21394081833940626
1,33,4,0.18365509228422977
1,33,5,0.03967070094779368
1,33,6,0.07534650082236397
0,34,0,0.09632431467813565
0,34,1,0.27816028823899286
0,34,2,0.06672678753364669
0,34,3,0.12781160009792328
0,34,4,0.1791423409458165
0,34,5,0.1658134235918658
0,34,6,0.08602124491361923
1,34,0,0.06097760872503527
1,34,1,0.25220529148039
1,34,2,0.06826416686697542
1,34,3,0.15934751467752883
1,34,4,0.21812854501542342
1,34,5,0.16142548474761345
1,34,6,0.07965138848703368
0,35,0,0.1114293452604751
0,35,1,0.2603701031275533
0,35,2,0.05999868514656598
0,35,3,0.1371090228441908
0,35,4,0.2352080773290906
0,35,5,0.02266893991499272
0,35,6,0.17321582637713145
1,35,0,0.047962877828314765
1,35,1,0.25230242127235253
1,35,2,0.07002691079042644
1,35,3,0.20634373680862617
1,35,4,0.19712771517497374
1,35,5,0.02414997456940457
1,35,6,0.20208636355590182
0,36,0,0.05290015505038949
0,36,1,0.26003873351894013
0,36,2,0.0673002105565933
0,36,3,0.14690184824509867
0,36,4,0.3228188826743598
0,36,5,0.03130843050340931
0,36,6,0.11873173945120918
1,36,0,0.04154284429107624
1,36,1,0.2671032170947596
1,36,2,0.07288877639077783
1,36,3,0.1031217853581299
1,36,4,0.30979643013002917
1,36,5,0.017687051372214706
1,36,6,0.18785989536301262
0,37,0,0.08594344521995934
0,37,1,0.26590289973111947
0,37,2,0.10722871024241827
0,37,3,0.044276192456482275
0,37,4,0.2848531031822379
0,37,5,0.05582114802812571
0,37,6,0.15597450113965694
1,37,0,0.13235073813940867
1,37,1,0.19350485719927651
1,37,2,0.10482899859307643
1,37,3,0.08788910865145094
1,37,4,0.32351656870586104
1,37,5,0.04926332025148644
1,37,6,0.10864640845944011
0,38,0,0.12651453482853856
0,38,1,0.2032403546299653
0,38,2,0.2435399642444783
0,38,3,0.28973401520821124
0,38,4,0.042438066890482795
0,38,5,0.06920522156744266
0,38,6,0.025327842630881434
1,38,0,0.20100515871263852
1,38,1,0.15707515245241896
1,38,2,0.14733124668480532
1,38,3,0.3649176441247386
1,38,4,0.029139639748620032
1,38,5,0.07177978648138006
1,38,6,0.028751371795398432
0,39,0,0.16357110011530002
0,39,1,0.11503994897611741
0,39,2,0.31740805227216695
0,39,3,0.24492794795133274
0,39,4,0.043615108993800306
0,39,5,0.09361640943936869
0,39,6,0.021821432251914116
1,39,0,0.17084712838907773
1,39,1,0.15023371983139153
1,39,2,0.16332168120137058
1,39,3,0.2308183565818135
1,39,4,0.16587891136543667
1,39,5,0.07661833126714773
1,39,6,0.042281871363762186
0,40,0,0.14160557538461838
0,40,1,0.1647134465351785
0,40,2,0.1845578415280226
0,40,3,0.3272081228811843
0,40,4,0.0519565123553134
0,40,5,0.08462646498481578
0,40,6,0.04533203633086736
1,40,0,0.09571659129983776
1,40,1,0.03534658366010801
1,40,2,0.13694965360540898
1,40,3,0.43216842642316444
1,40,4,0.11699617023147058
1,40,5,0.16706922269620003
1,40,6,0.015753352083810047
0,41,0,0.25575192660132523
0,41,1,0.05866097974054352
0,41,2,0.1944246036659691
0,41,3,0.34855263828237826
0,41,4,0.07605840894787477
0,41,5,0.04542342521015952
0,41,6,0.021128017551749794
1,41,0,0.08413683474220057
1,41,1,0.035696583035136564
1,41,2,0.17778344490072923
1,41,3,0.3894278477950514
1,41,4,0.11020440130719072
1,41,5,0.19239347565124026
1,41,6,0.010357412568451074
0,42,0,0.2235629763338765
0,42,1,0.07938740227837349
0,42,2,0.19068151436982764
0,42,3,0.31120234314515793
0,42,4,0.053503792547168465
0,42,5,0.10907142604422768
0,42,6,0.032590545281368524
1,42,0,0.12501357244413341
1,42,1,0.03669629888555177
1,42,2,0.17196442534302958
1,42,3,0.4367120707913092
1,42,4,0.05718088299058311
1,42,5,0.16474847363262643
1,42,6,0.007684275912766381
0,43,0,0.21150286793688675
0,43,1,0.09208158792348589
0,43,2,0.20087223712715202
0,43,3,0.28418951562909933
0,43,4,0.11591223055322009
0,43,5,0.0796246509612683
0,43,6,0.015816909868887785
1,43,0,0.09567225789434963
1,43,1,0.02184003381728873
1,43,2,0.172791542252057
1,43,3,0.4367120707913092
1,43,4,0.1134295226565294
1,43,5,0.04449076332464187
1,43,6,0.11506380926382401
0,44,0,0.10325212268359348
0,44,1,0.11179328843124252
0,44,2,0.30237396428016644
0,44,3,0.18164581656919174
0,44,4,0.1257079087733203
0,44,5,0.16326052962821389
0,44,6,0.011966369634271801
1,44,0,0.11230589994652393
1,44,1,0.09470704202164981
1,44,2,0.31564589291350154
1,44,3,0.13099518079065361
1,44,4,0.1494919379345986
1,44,5,0.18285719221686103
1,44,6,0.013996854176211417
0,45,0,0.0868892052652342
0,45,1,0.16020083605410645
0,45,2,0.1157462615662166
0,45,3,0.33944962001871604
0,45,4,0.1313834078481702
0,45,5,0.052815907498951015
0,45,6,0.11351476174860559
1,45,0,0.06182653526224746
1,45,1,0.27054321992365504
1,45,2,0.1398097150114963
1,45,3,0.25057461206509746
1,45,4,0.06835269019393242
1,45,5,0.06711998651805687
1,45,6,0.1417732410255144
0,46,0,0.07759176183665142
0,46,1,0.1908007946611827
0,46,2,0.13905334227170899
0,46,3,0.31734840706371914
0,46,4,0.11313412632821186
0,46,5,0.054171984122062325
0,46,6,0.10789958371646366
1,46,0,0.1252870455939704
1,46,1,0.2686274647677068
1,46,2,0.1398097150114963
1,46,3,0.21275713808257418
1,46,4,0.09188639349177093
1,46,5,0.07635555138740184
1,46,6,0.08527669166507952
0,47,0,0.09670399611732045
0,47,1,0.14391097582638088
0,47,2,0.1937833482952893
0,47,3,0.28563211718221737
0,47,4,0.09462162713549857
0,47,5,0.08774335719162277
0,47,6,0.09760457825167085
1,47,0,0.05944389045144428
1,47,1,0.13050606530484024
1,47,2,0.24779594868702562
1,47,3,0.2141570565956154
1,47,4,0.15034370210659226
1,47,5,0.08245968881302906
1,47,6,0.11529364804145306
0,48,0,0.048247796045217464
0,48,1,0.1811632347206631
0,48,2,0.27248477758055994
0,48,3,0.24755968837696024
0,48,4,0.0832114658778596
0,48,5,0.0854046942433938
0,48,6,0.08192834315534604
1,48,0,0.03567640573371055
1,48,1,0.16236660852491214
1,48,2,0.22234458055674666
1,48,3,0.2648540922124606
1,48,4,0.1013856556239443
1,48,5,0.15622098649332172
1,48,6,0.0571516708549039
0,49,0,0.03784573497683376
0,49,1,0.07920298662292907
0,49,2,0.25922340588143544
0,49,3,0.3723964385443283
0,49,4,0.09328517702818304
0,49,5,0.1365613860209077
0,49,6,0.021484870925382926
1,49,0,0.05943425133087897
1,49,1,0.1432931666637342
1,49,2,0.27776350135670813
1,49,3,0.26401624654063033
1,49,4,0.0751262580106895
1,49,5,0.12830426991289773
1,49,6,0.05206230618446102
0,50,0,0.09999248129311157
0,50,1,0.1813935062266141
0,50,2,0.1922092540677523
0,50,3,0.2985626813327633
0,50,4,0.07425769872345013
0,50,5,0.13695756229451583
0,50,6,0.01662681606179303
1,50,0,0.04231424234581283
1,50,1,0.21661368975936304
1,50,2,0.2155803470568328
1,50,3,0.24266459291612058
1,50,4,0.04680980769286164
1,50,5,0.19816614495677132
1,50,6,0.037851175272237636
0,51,0,0.1314555735741293
0,51,1,0.21011075300697413
0,51,2,0.10156784931693322
0,51,3,0.2543200282824718
0,51,4,0.11084996179919743
0,51,5,0.11174408736236921
0,51,6,0.07995174665792484
1,51,0,0.13292016616924804
1,51,1,0.15172942236015163
1,51,2,0.26033038869014946
1,51,3,0.20779275915906426
1,51,4,0.1011901431451626
1,51,5,0.06156431351839499
1,51,6,0.08447280695782906
0,52,0,0.1384457860341656
0,52,1,0.07781233407228094
0,52,2,0.10494937105222038
0,52,3,0.2578478217144898
0,52,4,0.15799318943586083
0,52,5,0.10232311338150979
0,52,6,0.16062838430947265
1,52,0,0.06522122267637219
1,52,1,0.07314039545238754
1,52,2,0.21767448395937825
1,52,3,0.31567732278980104
1,52,4,0.18526713439372483
1,52,5,0.05062467943061351
1,52,6,0.09239476129772266
0,53,0,0.17137469366269792
0,53,1,0.0696170374290509
0,53,2,0.104154331508449
0,53,3,0.19640429975401333
0,53,4,0.30349293640077074
0,53,5,0.030038739599422656
0,53,6,0.12491796164559534
1,53,0,0.1708351242846295
1,53,1,0.14280457556314602
1,53,2,0.13903543222250792
1,53,3,0.286609779645358
1,53,4,0.18805415559905586
1,53,5,0.02313643584973178
1,53,6,0.049524496835570975
0,54,0,0.13413123675879263
0,54,1,0.09142508909165856
0,54,2,0.08068397050176679
0,54,3,0.19006990928427103
0,54,4,0.3177046661026037
0,54,5,0.08700369188240054
0,54,6,0.0989814363785066
1,54,0,0.11998136441702355
1,54,1,0.1541259827782479
1,54,2,0.20796537841176416
1,54,3,0.2536650835787345
1,54,4,0.2189847531155597
1,54,5,0.026147469686177805
1,54,6,0.019129968012492355
0,55,0,0.10850648358053264
0,55,1,0.12997292340189445
0,55,2,0.12398050601732451
0,55,3,0.17603325348336113
0,55,4,0.30285604853722425
0,55,5,0.046633351855211516
0,55,6,0.11201743312445127
1,55,0,0.1150851986144144
1,55,1,0.21372842299851874
1,55,2,0.13562557549788654
1,55,3,0.1611506600635775
1,55,4,0.3304593518798737
1,55,5,0.005955377146246388
1,55,6,0.037995413799482805
0,56,0,0.21480214823712554
0,56,1,0.13434084033725469
0,56,2,0.1377952232050732
0,56,3,0.1052478920533359
0,56,4,0.2212396984049532
0,56,5,0.06890045476618654
0,56,6,0.11767374299607095
1,56,0,0.14517710996898547
1,56,1,0.10762542524341712
1,56,2,0.22539020082354022
1,56,3,0.19419559091600364
1,56,4,0.19570539214672888
1,56,5,0.04446540968560732
1,56,6,0.08744087121571743
0,57,0,0.09441929020295475
0,57,1,0.21905937026307903
0,57,2,0.1293856201043637
0,57,3,0.10348146229314412
0,57,4,0.20010913649653767
0,57,5,0.07849363603192111
0,57,6,0.17505148460799974
1,57,0,0.12948131546393377
1,57,1,0.1964745530121351
1,57,2,0.14435646273456523
1,57,3,0.17434673034807657
1,57,4,0.20351282857767877
1,57,5,0.05745705076317298
1,57,6,0.09437105910043767
0,58,0,0.11364684426410533
0,58,1,0.3186352229169244
0,58,2,0.05241280981830804
0,58,3,0.1661461459526859
0,58,4,0.0859102053290234
0,58,5,0.1593246944092398
0,58,6,0.10392407730971326
1,58,0,0.07311524287035082
1,58,1,0.2894861751168357
1,58,2,0.08242612677702893
1,58,3,0.21260365610681917
1,58,4,0.1326358432875739
1,58,5,0.1307458004856918
1,58,6,0.07898715535569983
0,59,0,0.24039681411995617
0,59,1,0.15195675687720944
0,59,2,0.21345196747887255
0,59,3,0.15361647975862328
0,59,4,0.16274220660157912
0,59,5,0.04857429414478753
0,59,6,0.029261481018972094
1,59,0,0.14066208156081433
1,59,1,0.1839660685798415
1,59,2,0.05951192623903877
1,59,3,0.3840559266152949
1,59,4,0.17909084072338505
1,59,5,0.03490391190568217
1,59,6,0.017809244375943334
0,60,0,0.13676375203806568
0,60,1,0.1602277530407022
0,60,2,0.18350872145626818
0,60,3,0.22140230333077124
0,60,4,0.13245582101229408
0,60,5,0.03165132834639173
0,60,6,0.1339903207755071
1,60,0,0.12517041463735948
1,60,1,0.11606624194453155
1,60,2,0.22095258989860025
1,60,3,0.3874533319869188
1,60,4,0.06132554017278263
1,60,5,0.004143431438740837
1,60,6,0.08488844992106649
0,61,0,0.16609504809896147
0,61,1,0.24622449637820584
0,61,2,0.07081755597481022
0,61,3,0.14490675011331178
0,61,4,0.27171807857356567
0,61,5,0.015845002956221335
0,61,6,0.08439306790492379
1,61,0,0.10631422520073099
1,61,1,0.14931577259505086
1,61,2,0.07921894887460945
1,61,3,0.15729014300774422
1,61,4,0.327886785864403
1,61,5,0.0571775023303773
1,61,6,0.12279662212708423
0,62,0,0.14411384943685482
0,62,1,0.202290878517496
0,62,2,0.18412767291798077
0,62,3,0.08298942680713
0,62,4,0.24012445514970648
0,62,5,0.034009336447637595
0,62,6,0.11234438072319439
1,62,0,0.12355454930817127
1,62,1,0.15817974742141805
1,62,2,0.14083423332058165
1,62,3,0.0692424742070302
1,62,4,0.3246618903909605
1,62,5,0.06649497597942267
1,62,6,0.11703212937241568
0,63,0,0.1329648653541378
0,63,1,0.0907212603697218
0,63,2,0.03748646113399305
0,63,3,0.12884560747771157
0,63,4,0.3043976035523201
0,63,5,0.09643824870013523
0,63,6,0.20914595341198053
1,63,0,0.183448776724022
1,63,1,0.14351436730335837
1,63,2,0.08394437619830758
1,63,3,0.18505689593925623
1,63,4,0.22692072866578017
1,63,5,0.10125735111974486
1,63,6,0.07585750404953091
0,64,0,0.138269358971182
0,64,1,0.043354417793331324
0,64,2,0.062171737262819424
0,64,3,0.1418356007201919
0,64,4,0.2947600837598737
0,64,5,0.04127601186837965
0,64,6,0.2783327896242221
1,64,0,0.1936893895995884
1,64,1,0.08539388511350612
1,64,2,0.09328542448568863
1,64,3,0.1563136975889122
1,64,4,0.2291391023619016
1,64,5,0.07703414770943107
1,64,6,0.165144353140972
0,65,0,0.18568181573786857
0,65,1,0.058217455557688536
0,65,2,0.07805756649644473
0,65,3,0.1123075292062525
0,65,4,0.14374067061725018
0,65,5,0.09699388594624253
0,65,6,0.32500107643825316
1,65,0,0.22124536339621723
1,65,1,0.04895774060186167
1,65,2,0.11359026746098139
1,65,3,0.1799050206545464
1,65,4,0.18692086924099996
1,65,5,0.05613981032861261
1,65,6,0.19324092831678086
0,66,0,0.167742945329026
0,66,1,0.10116217224835934
0,66,2,0.032304403666553336
0,66,3,0.16240671291137335
0,66,4,0.17409981699523144
0,66,5,0.16102750628392354
0,66,6,0.20125644256553316
1,66,0,0.11820824529382995
