index_0,sample,entry,value
1,229,4,0.03161973018157466
1,229,5,0.06604285577155579
1,229,6,0.03201003510037752
0,230,0,0.11271035476435842
0,230,1,0.05827793916751889
0,230,2,0.5287908614286031
0,230,3,0.14815852261728935
0,230,4,0.03965732723703863
0,230,5,0.011059740133221136
0,230,6,0.10134525465197042
1,230,0,0.2057620689119627
1,230,1,0.06022612155461704
1,230,2,0.39260122801793507
1,230,3,0.14661216514614656
1,230,4,0.03449942477332396
1,230,5,0.03284389393184657
1,230,6,0.12745509766416796
0,231,0,0.10137057315379693
0,231,1,0.21835289543385084
0,231,2,0.03526132886219886
0,231,3,0.3935283135757682
0,231,4,0.13812171378218388
0,231,5,0.0979528546137994
0,231,6,0.015412320578401945
1,231,0,0.10170232288053419
1,231,1,0.3843824193735754
1,231,2,0.09888496473658434
1,231,3,0.26502412220921345
1,231,4,0.0850330816100696
1,231,5,0.05520676675014244
1,231,6,0.009766322439880404
0,232,0,0.20196907846453227
0,232,1,0.2556844092553324
0,232,2,0.22800474097904055
0,232,3,0.07042630272144132
0,232,4,0.051905881698087575
0,232,5,0.07211986386879615
0,232,6,0.11988972301276947
1,232,0,0.106080146226041
1,232,1,0.1659991308536223
1,232,2,0.21164101600999105
1,232,3,0.16325073945824775
1,232,4,0.09522752878305907
1,232,5,0.14636297031952658
1,232,6,0.11143846834951227
0,233,0,0.14967915535451787
0,233,1,0.27235823237072115
0,233,2,0.14416894287291063
0,233,3,0.05432654060693311
0,233,4,0.058264720653643784
0,233,5,0.12415296609268714
0,233,6,0.19704944204858618
1,233,0,0.0730659787305909
1,233,1,0.18489869184262991
1,233,2,0.30313340348207246
1,233,3,0.17775762080758978
1,233,4,0.017657840366682546
1,233,5,0.13090627607271615
1,233,6,0.11258018869771831
0,234,0,0.10507583733098053
0,234,1,0.3230465291175798
0,234,2,0.14196849153799712
0,234,3,0.13442353700102794
0,234,4,0.07694697070886825
0,234,5,0.16228671649743034
0,234,6,0.05625191780611588
1,234,0,0.1220441698723539
1,234,1,0.21475941451665492
1,234,2,0.10740001066660743
1,234,3,0.2721683159350533
1,234,4,0.13071210323445215
1,234,5,0.09602078641451031
1,234,6,0.05689519936036799
0,235,0,0.11084748229429729
0,235,1,0.26533982421186575
0,235,2,0.11380109552834594
0,235,3,0.20291299034706733
0,235,4,0.048907657828477856
0,235,5,0.20661287173562834
0,235,6,0.05157807805431769
1,235,0,0.07528062198654242
1,235,1,0.14383513838272075
1,235,2,0.091889501633862
1,235,3,0.1833865887024534
1,235,4,0.07486571646016144
1,235,5,0.36425913948123195
1,235,6,0.06648329335302794
0,236,0,0.15650513267686453
0,236,1,0.1871788846213081
0,236,2,0.116285656663976
0,236,3,0.17576443008837211
0,236,4,0.11655078128070823
0,236,5,0.19613703661445359
0,236,6,0.05157807805431769
1,236,0,0.037606617001998424
1,236,1,0.21343168895664055
1,236,2,0.10902426025570673
1,236,3,0.13432928449123288
1,236,4,0.13225920276994463
1,236,5,0.33347379414776335
1,236,6,0.03987515237671335
0,237,0,0.17352446599528068
0,237,1,0.06552785854840933
0,237,2,0.14114200340805572
0,237,3,0.30852828601926363
0,237,4,0.07850608119388292
0,237,5,0.11984601008793183
0,237,6,0.11292529474717608
1,237,0,0.12295808472374775
1,237,1,0.049103570243153705
1,237,2,0.19531668658947415
1,237,3,0.3497498331628706
1,237,4,0.10176321821758494
1,237,5,0.10755587749760458
1,237,6,0.07355272956556426
0,238,0,0.1984541666705847
0,238,1,0.09913226294707511
0,238,2,0.122141386884591
0,238,3,0.21032247812046118
0,238,4,0.20172917854916744
0,238,5,0.041100647300859716
0,238,6,0.127119879527261
1,238,0,0.08145376276152919
1,238,1,0.07089419639990986
1,238,2,0.09361168037931984
1,238,3,0.3035204985331277
1,238,4,0.1863597298263009
1,238,5,0.05346703022993343
1,238,6,0.21069310186987908
0,239,0,0.17477935430552016
0,239,1,0.09605778988873345
0,239,2,0.12903570899646674
0,239,3,0.18453026785232732
0,239,4,0.19899927048149996
0,239,5,0.10810828592498654
0,239,6,0.10848932255046595
1,239,0,0.0918667362671352
1,239,1,0.04420992119466084
1,239,2,0.08538342515418489
1,239,3,0.27699730193434796
1,239,4,0.2519384963693174
1,239,5,0.11003748592549512
1,239,6,0.13956663315485857
0,240,0,0.20175630981864456
0,240,1,0.09389088410867882
0,240,2,0.11146621966800406
0,240,3,0.2506318262808017
0,240,4,0.14711170817236147
0,240,5,0.048560058503598985
0,240,6,0.1465829934479105
1,240,0,0.1612090225558494
1,240,1,0.06624760617502085
1,240,2,0.13494525751045802
1,240,3,0.2850556087985886
1,240,4,0.1712991929577064
1,240,5,0.06563151232303634
1,240,6,0.11561179967934038
0,241,0,0.1125264587283504
0,241,1,0.17659669329329827
0,241,2,0.14699324878638992
0,241,3,0.27709354555885907
0,241,4,0.09565976237899683
0,241,5,0.11792943778294988
0,241,6,0.07320085347115574
1,241,0,0.027519143813474048
1,241,1,0.21076999478006353
1,241,2,0.1503359794373199
1,241,3,0.3458412523004424
1,241,4,0.0790783374956466
1,241,5,0.14976303420620005
1,241,6,0.036692257966853534
0,242,0,0.08317860904211194
0,242,1,0.2748010528585808
0,242,2,0.1540709675751074
0,242,3,0.19450831714386624
0,242,4,0.052416600900732496
0,242,5,0.16117259926121422
0,242,6,0.079851853218387
1,242,0,0.06934617911740248
1,242,1,0.15945207154849703
1,242,2,0.2920151334010343
1,242,3,0.1771797561405361
1,242,4,0.06161514822106577
1,242,5,0.177691577751583
1,242,6,0.06270013381988129
0,243,0,0.04028846863140173
0,243,1,0.23393911663602324
0,243,2,0.2358393285084568
0,243,3,0.16577073035292478
0,243,4,0.07227494020185435
0,243,5,0.14131425996009236
0,243,6,0.11057315570924686
1,243,0,0.005991929098599608
1,243,1,0.1875025764140898
1,243,2,0.3350347579838945
1,243,3,0.1173759357644133
1,243,4,0.19845996838142452
1,243,5,0.07653973982171405
1,243,6,0.07909509253586423
0,244,0,0.07662441795728156
0,244,1,0.2602106374496321
0,244,2,0.16796443968618902
0,244,3,0.21558742751586657
0,244,4,0.06406161104757149
0,244,5,0.14736556914909504
0,244,6,0.06818589719436438
1,244,0,0.09275007272399911
1,244,1,0.17523209661877515
1,244,2,0.21906320881500616
1,244,3,0.21536381161801457
1,244,4,0.17348984535396683
1,244,5,0.11918347151462139
1,244,6,0.004917493355616771
0,245,0,0.12115861037207797
0,245,1,0.21110945744764342
0,245,2,0.1503991326154366
0,245,3,0.17196905690939293
0,245,4,0.07826787873962429
0,245,5,0.20335966599207425
0,245,6,0.06373619792375053
1,245,0,0.142520686073589
1,245,1,0.1791743198130762
1,245,2,0.16190061513177126
1,245,3,0.08401000577757625
1,245,4,0.03203102317203357
1,245,5,0.28119421332710026
1,245,6,0.11916913670485363
0,246,0,0.10877770463019473
0,246,1,0.22175435843309457
0,246,2,0.10543287071380841
0,246,3,0.19362760388758798
0,246,4,0.0925614920074594
0,246,5,0.19044942837351592
0,246,6,0.08739654195433896
1,246,0,0.15998025960486018
1,246,1,0.16470350607089726
1,246,2,0.12462472528927529
1,246,3,0.08742384148133588
1,246,4,0.07534576225641695
1,246,5,0.26768737219385325
1,246,6,0.12023453310336135
0,247,0,0.09644652073709925
0,247,1,0.1754808609462462
0,247,2,0.11118876277643884
0,247,3,0.22798665547563046
0,247,4,0.16031629151863108
0,247,5,0.1251686098803529
0,247,6,0.10341229866560124
1,247,0,0.007383804276218954
1,247,1,0.12576688054419075
1,247,2,0.15112728181803983
1,247,3,0.12102276591179531
1,247,4,0.09901375440025434
1,247,5,0.3285659581689932
1,247,6,0.16711955488050778
0,248,0,0.15005714949263735
0,248,1,0.1480809647428546
0,248,2,0.1228113775665558
0,248,3,0.19695120219853424
0,248,4,0.08767837488722585
0,248,5,0.2126538446564678
0,248,6,0.08176708645572436
1,248,0,0.07494095874420614
1,248,1,0.035857313842980666
1,248,2,0.1796470695886422
1,248,3,0.13597995491624865
1,248,4,0.07162196054308698
1,248,5,0.47611566003578704
1,248,6,0.025837082329048522
0,249,0,0.1455229146678563
0,249,1,0.19927837229916245
0,249,2,0.16983034009926662
0,249,3,0.11816091935810427
0,249,4,0.11030739158827799
0,249,5,0.19780652651175817
0,249,6,0.05909353547557419
1,249,0,0.1390049195842138
1,249,1,0.09757642116781487
1,249,2,0.19605487504210786
1,249,3,0.04989269685566941
1,249,4,0.14078637982136924
1,249,5,0.34004326951160047
1,249,6,0.0366414380172245
0,250,0,0.17937550218326392
0,250,1,0.17168116965826946
0,250,2,0.007382478813743902
0,250,3,0.007907270749858104
0,250,4,0.35913317919143445
0,250,5,0.13665565690127185
0,250,6,0.1378647425021584
1,250,0,0.2853942365570995
1,250,1,0.19455762624224535
1,250,2,0.066744725750327
1,250,3,0.04824513570706232
1,250,4,0.16644489063281998
1,250,5,0.08453870008248487
1,250,6,0.15407468502796082
0,251,0,0.18747539113884135
0,251,1,0.029201634326597004
0,251,2,0.17691334408172799
0,251,3,0.29293160191090745
0,251,4,0.0480010852089669
0,251,5,0.24758484534530203
0,251,6,0.0178920979876571
1,251,0,0.12688190897206547
1,251,1,0.12160931312409645
1,251,2,0.3064722709617271
1,251,3,0.3610578330376762
1,251,4,0.07353878426923838
1,251,5,0.005760660527234747
1,251,6,0.004679229107961627
0,252,0,0.22522011741743753
0,252,1,0.16379556876765655
0,252,2,0.17196467211546307
0,252,3,0.05641085579702634
0,252,4,0.06717077450902692
0,252,5,0.11399457230624258
0,252,6,0.20144343908714704
1,252,0,0.19881746180450205
1,252,1,0.21381896215398813
1,252,2,0.18163591482388416
1,252,3,0.03445745537905713
1,252,4,0.07075651504896287
1,252,5,0.1107383504708824
1,252,6,0.18977534031872337
0,253,0,0.15597682926698334
0,253,1,0.25293363774324507
0,253,2,0.10402970942060119
0,253,3,0.05641085579702634
0,253,4,0.09674257873590644
0,253,5,0.20873096838796631
0,253,6,0.1251754206482714
1,253,0,0.19811513102532427
1,253,1,0.31439853881438407
1,253,2,0.07251417539030769
1,253,3,0.0671261127049706
1,253,4,0.03812605183958633
1,253,5,0.2027607060428125
1,253,6,0.10695928418261472
0,254,0,0.20699936247069026
0,254,1,0.19762998098084839
0,254,2,0.15359764127835596
0,254,3,0.10101140781427842
0,254,4,0.06908856315374615
0,254,5,0.17692831147048693
0,254,6,0.09474473283159388
1,254,0,0.21847801537413816
1,254,1,0.22347707408679804
1,254,2,0.1178399292247479
1,254,3,0.09894219972493716
1,254,4,0.03466201067352155
1,254,5,0.20024765393158728
1,254,6,0.10635311698427004
0,255,0,0.12862124493644128
0,255,1,0.35211719103925704
0,255,2,0.15587160632900074
0,255,3,0.17200644206826812
0,255,4,0.08889418528706355
0,255,5,0.08154306323240182
0,255,6,0.02094626710756744
1,255,0,0.18203353592478227
1,255,1,0.33338137816846
1,255,2,0.08980356127375327
1,255,3,0.09093370641403495
1,255,4,0.024767212399678787
1,255,5,0.20434237284690707
1,255,6,0.07473823297238391
0,256,0,0.26924753463907786
0,256,1,0.19846599886262367
0,256,2,0.1411947913438471
0,256,3,0.12899454815499828
0,256,4,0.1423667715499186
0,256,5,0.11161557408293803
0,256,6,0.008114781366596449
1,256,0,0.2509139529202765
1,256,1,0.2714194497845314
1,256,2,0.11519700288757478
1,256,3,0.06554956886175392
1,256,4,0.16596921182685967
1,256,5,0.12141707958844142
1,256,6,0.009533734130562466
0,257,0,0.2256641065178437
0,257,1,0.2468893383232333
0,257,2,0.13635488000447166
0,257,3,0.08980502612492
0,257,4,0.18558526235818912
0,257,5,0.10758660530474579
0,257,6,0.008114781366596449
1,257,0,0.2453245173020682
1,257,1,0.1887264261788691
1,257,2,0.19789002649323711
1,257,3,0.06554956886175392
1,257,4,0.16596921182685967
1,257,5,0.12361828512623832
1,257,6,0.012921964210973896
0,258,0,0.21121978824757467
0,258,1,0.32261294987888933
0,258,2,0.07507558671908471
0,258,3,0.10172852102404677
0,258,4,0.08683167922985241
0,258,5,0.1860343087140729
0,258,6,0.016497166186479284
1,258,0,0.21902700605270944
1,258,1,0.33426855310138326
1,258,2,0.055804986680425106
1,258,3,0.01108436358620037
1,258,4,0.024728037940483085
1,258,5,0.24969366869679366
1,258,6,0.1053933839420053
0,259,0,0.1959941075175839
0,259,1,0.15238892215670663
0,259,2,0.08169067685692416
0,259,3,0.1642584389545389
0,259,4,0.13934808659590733
0,259,5,0.12790982394568992
0,259,6,0.13840994397264916
1,259,0,0.21074143128066394
1,259,1,0.15763952518882884
1,259,2,0.06553588758880696
1,259,3,0.13198537373399366
1,259,4,0.04945932880416373
1,259,5,0.19326177178800066
1,259,6,0.19137668161554208
0,260,0,0.14614975994755314
0,260,1,0.14525885245306874
0,260,2,0.14668682686050866
0,260,3,0.15354132658631625
0,260,4,0.09801499747461336
0,260,5,0.1431714359445967
0,260,6,0.16717680073334318
1,260,0,0.10635501009121776
1,260,1,0.1750341326895752
1,260,2,0.12199912306703611
1,260,3,0.08750680583500503
1,260,4,0.09110187582814039
1,260,5,0.17371379087122818
1,260,6,0.2442892616177973
0,261,0,0.15104795411970146
0,261,1,0.17190281960353576
0,261,2,0.08426506524246888
0,261,3,0.22112121241635385
0,261,4,0.12015326473011279
0,261,5,0.102529521315935
0,261,6,0.14898016257189223
1,261,0,0.1457018670335476
1,261,1,0.13703768907319397
1,261,2,0.09797670483093322
1,261,3,0.15456312489976676
1,261,4,0.06278102908578514
1,261,5,0.15361900936123532
1,261,6,0.24832057571553795
0,262,0,0.14150112641141355
0,262,1,0.1761678194281639
0,262,2,0.08954689312612862
0,262,3,0.18442092688174067
0,262,4,0.08935167414223671
0,262,5,0.18060161603766733
0,262,6,0.13840994397264916
1,262,0,0.10553916039066448
1,262,1,0.13370595247865702
1,262,2,0.0424938111840635
1,262,3,0.2086546647419543
1,262,4,0.08059378640931715
1,262,5,0.14720781866531285
1,262,6,0.28180480613003067
0,263,0,0.13708611049145236
0,263,1,0.1586831412533145
0,263,2,0.12112354809476719
0,263,3,0.1578085713557658
0,263,4,0.11793442586000016
0,263,5,0.14995852188501987
0,263,6,0.15740568105968
1,263,0,0.18484631136163682
1,263,1,0.09051381788333993
1,263,2,0.09797670483093322
1,263,3,0.1474789422985915
1,263,4,0.07742067350989
1,263,5,0.1630515497198069
1,263,6,0.2387120003958016
0,264,0,0.2107597967669372
0,264,1,0.08434430334855264
0,264,2,0.18995566081816995
0,264,3,0.11206503619307417
0,264,4,0.11793442586000016
0,264,5,0.10702450284385284
0,264,6,0.17791627416941305
1,264,0,0.22773730247794557
1,264,1,0.11070653169890754
1,264,2,0.1665846678418158
1,264,3,0.08709733900707856
1,264,4,0.11252022585387678
1,264,5,0.12819282493278134
1,264,6,0.16716110818759436
0,265,0,0.2357515912429321
0,265,1,0.035840199839025755
0,265,2,0.11913291905903498
0,265,3,0.24004197328478807
0,265,4,0.06821358505201204
0,265,5,0.14204547399330864
0,265,6,0.15897425752889832
1,265,0,0.220443639221922
1,265,1,0.03165802887382152
1,265,2,0.12178018523068446
1,265,3,0.060990385259938884
1,265,4,0.1392293189658344
1,265,5,0.1597680424146556
1,265,6,0.2661304000331431
0,266,0,0.19801763827139574
0,266,1,0.11274113583265499
0,266,2,0.17363718717628743
0,266,3,0.18553770516753562
0,266,4,0.07927430599846953
0,266,5,0.11794148541044186
0,266,6,0.13285054214321473
1,266,0,0.15139343111403275
1,266,1,0.05238791273355309
1,266,2,0.12117554492317495
1,266,3,0.06159502556744839
1,266,4,0.060480517519776934
1,266,5,0.4224268881724055
1,266,6,0.13054067996960833
0,267,0,0.24914224078139935
0,267,1,0.13462315368776406
0,267,2,0.09382391754122674
0,267,3,0.14673540214483807
0,267,4,0.09633643439028117
0,267,5,0.14056782487480515
0,267,6,0.13877102657968532
1,267,0,0.12776576830166128
1,267,1,0.03236161893112383
1,267,2,0.05285847050810112
1,267,3,0.21034580026047897
1,267,4,0.2769145183449016
1,267,5,0.26146377935515447
1,267,6,0.038290044298578685
0,268,0,0.11800837305357696
0,268,1,0.07824439817544483
0,268,2,0.09239988045384381
0,268,3,0.13548701298764249
0,268,4,0.04111639276375892
0,268,5,0.28110292416924965
0,268,6,0.25364101839648334
1,268,0,0.1373206317569703
1,268,1,0.05732094175268443
1,268,2,0.13825655126315042
1,268,3,0.22773454366523163
1,268,4,0.0803058561195451
1,268,5,0.20563224968178645
1,268,6,0.1534292257606316
0,269,0,0.24864904435702345
0,269,1,0.05843789508014892
0,269,2,0.16155478818513425
0,269,3,0.16748575317049713
0,269,4,0.13383693254695936
0,269,5,0.19415312600574128
0,269,6,0.035882460654495574
1,269,0,0.31905813677993783
1,269,1,0.03921331802951439
1,269,2,0.14452460512951643
1,269,3,0.17101230362652495
1,269,4,0.10074428821269013
1,269,5,0.16576802938799526
1,269,6,0.059679318833820966
0,270,0,0.2327471610783676
0,270,1,0.0693148212746929
0,270,2,0.18012365537983177
0,270,3,0.20863545657182456
0,270,4,0.09353043746490877
0,270,5,0.1770757227489366
0,270,6,0.03857274548143774
1,270,0,0.327544129116455
1,270,1,0.042248122565941126
1,270,2,0.14445521812444
1,270,3,0.21140438228630173
1,270,4,0.054151719955032346
1,270,5,0.20043527966950014
1,270,6,0.019761148282329635
0,271,0,0.198327887640559
0,271,1,0.06352328340953992
0,271,2,0.10018342701831841
0,271,3,0.19139228500378752
0,271,4,0.1679851902431328
0,271,5,0.17025303411773704
0,271,6,0.10833489256692518
1,271,0,0.15469811265051503
1,271,1,0.0781153131879806
1,271,2,0.14390817147740487
1,271,3,0.1328046531462127
1,271,4,0.12746476122033115
1,271,5,0.2359791748115425
1,271,6,0.1270298135060131
0,272,0,0.18261445186243136
0,272,1,0.08198872161991047
0,272,2,0.17338075796477376
0,272,3,0.14137689770588333
0,272,4,0.13987901520982632
0,272,5,0.17526678111303456
0,272,6,0.10549337452414005
1,272,0,0.182241527704987
1,272,1,0.08625179881269487
1,272,2,0.1573216558325642
1,272,3,0.11939116879105338
1,272,4,0.12746476122033115
1,272,5,0.2352018854069387
1,272,6,0.0921272022314307
0,273,0,0.20992308446075025
0,273,1,0.08398371021706896
0,273,2,0.19826725538455206
0,273,3,0.1660211701770915
0,273,4,0.1283086445931264
0,273,5,0.15600740723205334
0,273,6,0.05748872793535739
1,273,0,0.2628053771206187
1,273,1,0.08358689223723355
1,273,2,0.10777702727215342
1,273,3,0.13604933990127277
1,273,4,0.20453455978610308
1,273,5,0.14902865844210295
1,273,6,0.05621814524051555
0,274,0,0.2241595383068151
0,274,1,0.11981953930352619
0,274,2,0.14448075878205613
0,274,3,0.19159344151983676
0,274,4,0.09008395764540011
0,274,5,0.17456156075192597
0,274,6,0.055301203690439726
1,274,0,0.2643903079412044
1,274,1,0.12125022372548991
1,274,2,0.08668438546103559
1,274,3,0.13771836075205357
1,274,4,0.15491315092999502
1,274,5,0.13783438516815966
1,274,6,0.0972091860220618
0,275,0,0.23092079862246415
0,275,1,0.07821662277333964
0,275,2,0.14148024098437106
0,275,3,0.21724225845336392
0,275,4,0.11342615586408393
0,275,5,0.16722146542617106
0,275,6,0.05149245787620621
1,275,0,0.2476908484581237
1,275,1,0.07504286494079093
1,275,2,0.12063252303253899
1,275,3,0.18682259604223103
1,275,4,0.07272905615123873
1,275,5,0.25709213310906387
1,275,6,0.0399899782660127
0,276,0,0.22401364544093644
0,276,1,0.07328876579790723
0,276,2,0.2229448887925785
0,276,3,0.14510509703522462
0,276,4,0.08417873818079083
0,276,5,0.19646888310946417
0,276,6,0.05399998164309815
1,276,0,0.2392324219575802
1,276,1,0.0820614567440825
1,276,2,0.14356364460340099
1,276,3,0.15484962433662472
1,276,4,0.08499127274741067
1,276,5,0.2262803894100772
1,276,6,0.06902119020082356
0,277,0,0.25177332608755226
0,277,1,0.0739242709146048
0,277,2,0.18718773430671184
0,277,3,0.18649600716372583
0,277,4,0.08513149928662667
0,277,5,0.19505420914348648
0,277,6,0.020432953097292067
1,277,0,0.29254062385383894
1,277,1,0.06480333225050856
1,277,2,0.15339209946718269
1,277,3,0.1881114037006445
1,277,4,0.10028445065922426
1,277,5,0.1652781619089123
1,277,6,0.03558992815968867
0,278,0,0.3020537326738423
0,278,1,0.049303345481771184
0,278,2,0.16364237405996335
0,278,3,0.1920708440182996
0,278,4,0.09254649712132143
0,278,5,0.1881011241689336
0,278,6,0.012282082475868605
1,278,0,0.3300750466284285
1,278,1,0.046453140465442966
1,278,2,0.16857979968107825
1,278,3,0.18533541167335113
1,278,4,0.09766348124512
1,278,5,0.1629600006386094
1,278,6,0.008933119667969624
0,279,0,0.07759422453617171
0,279,1,0.07453894613494672
0,279,2,0.23388769204569482
0,279,3,0.1036334570214851
0,279,4,0.03645042148433969
0,279,5,0.35811095362013257
0,279,6,0.11578430515722937
1,279,0,0.07867466478098945
1,279,1,0.11776125043167804
1,279,2,0.29166449642025116
1,279,3,0.11848677543744043
1,279,4,0.04179755252547688
1,279,5,0.2923234943952006
1,279,6,0.059291766008963326
0,280,0,0.1679630657319529
0,280,1,0.1147691378022399
0,280,2,0.15500910534256637
0,280,3,0.09124081438409698
0,280,4,0.09803025370473023
0,280,5,0.2477747749668458
0,280,6,0.12521284806756777
1,280,0,0.10809552453869845
1,280,1,0.17234689640733528
1,280,2,0.24983622818047543
1,280,3,0.07070127033646273
1,280,4,0.07522965782175857
1,280,5,0.21278839664533322
1,280,6,0.11100202606993631
0,281,0,0.24374005951396366
0,281,1,0.11138433794952374
0,281,2,0.1782493867652546
0,281,3,0.1210567758440893
0,281,4,0.07639779148372888
0,281,5,0.19329394594238714
0,281,6,0.07587770250105258
1,281,0,0.16438437424704572
1,281,1,0.18842588217934814
1,281,2,0.1850192357533777
1,281,3,0.13262407724372016
1,281,4,0.060489520795270785
1,281,5,0.21650035220276984
1,281,6,0.05255655757846761
0,282,0,0.1285627497629334
0,282,1,0.057005742277367655
0,282,2,0.2325034592490789
0,282,3,0.0904409485479203
0,282,4,0.05155434651535783
0,282,5,0.3112626504383299
0,282,6,0.128670103209012
1,282,0,0.12260619125908424
1,282,1,0.07893369980161966
1,282,2,0.28509676578752674
1,282,3,0.10050476671327156
1,282,4,0.08400556414725889
1,282,5,0.25515429045515026
1,282,6,0.07369872183608861
0,283,0,0.14434876010816994
0,283,1,0.2801065568489985
0,283,2,0.16947274022202663
0,283,3,0.22109048857629204
0,283,4,0.07181844077275146
0,283,5,0.04098422410139232
0,283,6,0.07217878937036903
1,283,0,0.0755100236032449
1,283,1,0.16463339148896816
1,283,2,0.14718938803394688
1,283,3,0.20967795139112316
1,283,4,0.11775257908039465
1,283,5,0.13226351705038797
1,283,6,0.1529731493519342
0,284,0,0.14434876010816994
0,284,1,0.2801065568489985
0,284,2,0.16947274022202663
0,284,3,0.1713052206133393
0,284,4,0.10669060632670258
0,284,5,0.0650700340550271
0,284,6,0.0630060818257359
1,284,0,0.0495039401423394
1,284,1,0.1879815318340658
1,284,2,0.22367771870346478
1,284,3,0.13584756383741314
1,284,4,0.10921776355919773
1,284,5,0.14079833257158492
1,284,6,0.1529731493519342
0,285,0,0.06991887747944117
0,285,1,0.2801065568489985
0,285,2,0.16947274022202663
0,285,3,0.10836735707128586
0,285,4,0.16815981401745314
0,285,5,0.07428747433782792
0,285,6,0.12968718002296672
1,285,0,0.09234557301568366
1,285,1,0.22126221594688067
1,285,2,0.18828353213820911
1,285,3,0.12180651688711255
1,285,4,0.12258302731358389
1,285,5,0.1175815347590346
1,285,6,0.13613759993949545
0,286,0,0.13552912068226622
0,286,1,0.1650453834770604
0,286,2,0.13719355311276699
0,286,3,0.26155745582700707
0,286,4,0.11863322845104413
0,286,5,0.07758805340310218
0,286,6,0.10445320504675301
1,286,0,0.17916463272066868
1,286,1,0.188837829375458
1,286,2,0.1441657597674868
1,286,3,0.21330599772340275
1,286,4,0.07558999767073843
1,286,5,0.10557022982446757
1,286,6,0.09336555291777779
0,287,0,0.22748743561688184
0,287,1,0.17303648580858097
0,287,2,0.04150184041350499
0,287,3,0.2508601209323677
0,287,4,0.0788843340334421
0,287,5,0.1390395575176801
0,287,6,0.08919022567754226
1,287,0,0.22294757357296202
1,287,1,0.10204082963656058
1,287,2,0.07129277307285344
1,287,3,0.17728910253004995
1,287,4,0.16941070541473777
1,287,5,0.13421955465139454
1,287,6,0.12279946112144166
0,288,0,0.17232656669806226
0,288,1,0.21082102134268893
0,288,2,0.09522956161353036
0,288,3,0.2183837022249732
0,288,4,0.027452122397564116
0,288,5,0.16921560656963808
0,288,6,0.10657141915354304
1,288,0,0.11206733629100155
1,288,1,0.2193058409119746
1,288,2,0.1268241152068255
1,288,3,0.25610990725938804
1,288,4,0.01879182597821366
1,288,5,0.0938872043690196
1,288,6,0.17301376998357706
0,289,0,0.20731309649517474
0,289,1,0.08167653776301803
0,289,2,0.20733847613466921
0,289,3,0.09355244703312715
0,289,4,0.16359686147611044
0,289,5,0.14762743490297517
0,289,6,0.09889514619492515
1,289,0,0.21766877289414083
1,289,1,0.07290807366416635
1,289,2,0.23111066857896306
1,289,3,0.05735380896426224
1,289,4,0.17318681227336608
1,289,5,0.1623634217095129
1,289,6,0.08540844191558833
0,290,0,0.1515378538252576
0,290,1,0.1358632069277327
0,290,2,0.182870232107425
0,290,3,0.1255140270911423
0,290,4,0.2623415135784788
0,290,5,0.11088122855462265
0,290,6,0.030991937915340856
1,290,0,0.13991317737119638
1,290,1,0.1962911690287593
1,290,2,0.1946416224809931
1,290,3,0.15452790430149538
1,290,4,0.1363655290982385
1,290,5,0.12557807752699096
1,290,6,0.052682520192326276
0,291,0,0.13250544274172715
0,291,1,0.17660085122188415
0,291,2,0.12279680286661629
0,291,3,0.2197838523334622
0,291,4,0.10917482252893229
0,291,5,0.20103160706041517
0,291,6,0.038106621246963
1,291,0,0.06187773060210726
1,291,1,0.1327683550325678
1,291,2,0.07482782570676355
1,291,3,0.2080217757606275
1,291,4,0.1003612590631068
1,291,5,0.30359191167809185
1,291,6,0.11855114215673535
0,292,0,0.09941053940648538
0,292,1,0.14707062717671732
0,292,2,0.1986267124397036
0,292,3,0.314473972812924
0,292,4,0.13146418389059145
0,292,5,0.08169225910183847
0,292,6,0.02726170517174001
1,292,0,0.10232144826734002
1,292,1,0.05794213805161297
1,292,2,0.2229318937002047
1,292,3,0.14585958438040042
1,292,4,0.11502883178862766
1,292,5,0.2682671022352207
1,292,6,0.08764900157659361
0,293,0,0.1132587815373107
0,293,1,0.13387684672180525
0,293,2,0.2601622886958356
0,293,3,0.2333953197684292
0,293,4,0.10760400959630306
0,293,5,0.11083738020657352
0,293,6,0.040865373473742916
1,293,0,0.10585285292023722
1,293,1,0.107571266372112
1,293,2,0.16977136072680843
1,293,3,0.15314188535475057
1,293,4,0.04205437598830647
1,293,5,0.3717090689688716
1,293,6,0.04989918966891371
0,294,0,0.09985355862664784
0,294,1,0.10442759455649032
0,294,2,0.21369414793767716
0,294,3,0.14045929242250527
0,294,4,0.18220121246070003
0,294,5,0.2412531080569958
0,294,6,0.018111085938983584
1,294,0,0.09453969389398108
1,294,1,0.17561650775766513
1,294,2,0.3113924661936244
1,294,3,0.11933166050154925
1,294,4,0.15884285723307484
1,294,5,0.10853426011351891
1,294,6,0.03174255430658632
0,295,0,0.17176299037652848
0,295,1,0.2065410808056229
0,295,2,0.06475194067205492
0,295,3,0.0994272129984159
0,295,4,0.1560638977615103
0,295,5,0.14304655800618593
0,295,6,0.1584063193796813
1,295,0,0.1630981044853812
1,295,1,0.3139961210630894
1,295,2,0.0497819906832976
1,295,3,0.1109402857814358
1,295,4,0.13368939631002974
1,295,5,0.10612071215655816
1,295,6,0.12237338952020814
0,296,0,0.0955371887102817
0,296,1,0.24505161201369605
0,296,2,0.1304578348966433
0,296,3,0.1888375595952446
0,296,4,0.15135980008763641
0,296,5,0.07662175292819096
0,296,6,0.11213425176830695
