index_0,sample,entry,value
2,33,1,2.3441445020411233E-4
3,33,0,0.9968317996345931
3,33,1,0.003168200365407119
0,34,0,0.9209405582316836
0,34,1,0.07905944176831636
1,34,0,0.9542188563715529
1,34,1,0.045781143628447096
2,34,0,0.9232380334844337
2,34,1,0.07676196651556633
3,34,0,0.9294291761809199
3,34,1,0.07057082381908034
0,35,0,0.868865202617788
0,35,1,0.131134797382212
1,35,0,0.7164687074175919
1,35,1,0.28353129258240806
2,35,0,0.85164450372201
2,35,1,0.14835549627799005
3,35,0,0.8436959974758125
3,35,1,0.15630400252418775
0,36,0,0.995967156283403
0,36,1,0.004032843716596957
1,36,0,0.9975161007725715
1,36,1,0.0024838992274285694
2,36,0,0.9853502904576198
2,36,1,0.014649709542380207
3,36,0,0.9933404052889679
3,36,1,0.0066595947110322535
0,37,0,0.09136599501391295
0,37,1,0.908634004986087
1,37,0,0.09528824330058344
1,37,1,0.9047117566994165
2,37,0,0.07547007778905926
2,37,1,0.9245299222109408
3,37,0,0.13803099904629312
3,37,1,0.8619690009537071
0,38,0,0.8685670821085354
0,38,1,0.13143291789146463
1,38,0,0.942512725680102
1,38,1,0.057487274319898016
2,38,0,0.9183057907888414
2,38,1,0.08169420921115855
3,38,0,0.9290885857619254
3,38,1,0.07091141423807452
0,39,0,0.7413438137839304
0,39,1,0.25865618621606956
1,39,0,0.7507186504810281
1,39,1,0.24928134951897185
2,39,0,0.7445778795854754
2,39,1,0.25542212041452467
3,39,0,0.7974643392656449
3,39,1,0.20253566073435508
0,40,0,0.8951723611767031
0,40,1,0.10482763882329688
1,40,0,0.9566355798182877
1,40,1,0.04336442018171227
2,40,0,0.7618824627493743
2,40,1,0.23811753725062568
3,40,0,0.9594923464200538
3,40,1,0.040507653579946235
0,41,0,0.9470202439022188
0,41,1,0.05297975609778116
1,41,0,0.8611851549624245
1,41,1,0.13881484503757546
2,41,0,0.9596329387855127
2,41,1,0.04036706121448733
3,41,0,0.9650414257712314
3,41,1,0.03495857422876853
0,42,0,0.8275190463861941
0,42,1,0.1724809536138059
1,42,0,0.7889179383584557
1,42,1,0.2110820616415443
2,42,0,0.7927373839697023
2,42,1,0.20726261603029777
3,42,0,0.8291066124483535
3,42,1,0.17089338755164651
0,43,0,0.4730616080346792
0,43,1,0.5269383919653208
1,43,0,0.4865503630988761
1,43,1,0.5134496369011239
2,43,0,0.4630352240530446
2,43,1,0.5369647759469554
3,43,0,0.5107477367068375
3,43,1,0.4892522632931625
0,44,0,0.6031316970855178
0,44,1,0.39686830291448216
1,44,0,0.5175008643092662
1,44,1,0.48249913569073377
2,44,0,0.7250825652590038
2,44,1,0.27491743474099617
3,44,0,0.7460018280176435
3,44,1,0.2539981719823565
0,45,0,0.34038799267478037
0,45,1,0.6596120073252196
1,45,0,0.4855704462658097
1,45,1,0.5144295537341903
2,45,0,0.39799430036334416
2,45,1,0.6020056996366558
3,45,0,0.4141161671895137
3,45,1,0.5858838328104863
0,46,0,0.7396057987264804
0,46,1,0.26039420127351964
1,46,0,0.5976623610680132
1,46,1,0.4023376389319869
2,46,0,0.7970414846079702
2,46,1,0.20295851539202978
3,46,0,0.7123195395172268
3,46,1,0.2876804604827732
0,47,0,0.653177880440577
0,47,1,0.346822119559423
1,47,0,0.6115402626729598
1,47,1,0.3884597373270402
2,47,0,0.5581287287567542
2,47,1,0.44187127124324577
3,47,0,0.8166747142937965
3,47,1,0.18332528570620354
0,48,0,0.6379163625299566
0,48,1,0.36208363747004335
1,48,0,0.7190793126584547
1,48,1,0.28092068734154524
2,48,0,0.8295046597426015
2,48,1,0.17049534025739854
3,48,0,0.6520886887359154
3,48,1,0.3479113112640846
0,49,0,0.3130849522979863
0,49,1,0.6869150477020137
1,49,0,0.3701409818959682
1,49,1,0.6298590181040318
2,49,0,0.36765380482962007
2,49,1,0.6323461951703799
3,49,0,0.5698072175244455
3,49,1,0.4301927824755545
0,50,0,0.6248913582108149
0,50,1,0.3751086417891851
1,50,0,0.4837182076155321
1,50,1,0.5162817923844679
2,50,0,0.48589726676177025
2,50,1,0.5141027332382297
3,50,0,0.5821946535207283
3,50,1,0.4178053464792717
0,51,0,0.7772426501756164
0,51,1,0.22275734982438355
1,51,0,0.7633930312330512
1,51,1,0.23660696876694876
2,51,0,0.7066280218866298
2,51,1,0.29337197811337024
3,51,0,0.7097913786550498
3,51,1,0.29020862134495023
0,52,0,0.469793377556319
0,52,1,0.530206622443681
1,52,0,0.5803290895309379
1,52,1,0.41967091046906213
2,52,0,0.5791024814036981
2,52,1,0.42089751859630187
3,52,0,0.645448039004042
3,52,1,0.354551960995958
0,53,0,0.41754460801566584
0,53,1,0.5824553919843342
1,53,0,0.5575232062326125
1,53,1,0.44247679376738747
2,53,0,0.47206693873699135
2,53,1,0.5279330612630087
3,53,0,0.3750665916269821
3,53,1,0.6249334083730179
0,54,0,0.6656276336979532
0,54,1,0.3343723663020468
1,54,0,0.6882382666877975
1,54,1,0.31176173331220247
2,54,0,0.5543115332057107
2,54,1,0.4456884667942893
3,54,0,0.6963382595058752
3,54,1,0.30366174049412475
0,55,0,0.3753163404649098
0,55,1,0.6246836595350902
1,55,0,0.42985780341915203
1,55,1,0.570142196580848
2,55,0,0.3853846354946784
2,55,1,0.6146153645053216
3,55,0,0.3369107495862078
3,55,1,0.6630892504137922
0,56,0,0.5539009596318678
0,56,1,0.4460990403681322
1,56,0,0.49963713326418463
1,56,1,0.5003628667358153
2,56,0,0.6891287925598595
2,56,1,0.3108712074401405
3,56,0,0.743881757101656
3,56,1,0.25611824289834395
0,57,0,0.516906039451998
0,57,1,0.483093960548002
1,57,0,0.6542699406044237
1,57,1,0.3457300593955763
2,57,0,0.48329946323028117
2,57,1,0.5167005367697188
3,57,0,0.58899015132865
3,57,1,0.41100984867135004
0,58,0,0.04833693501539712
0,58,1,0.9516630649846028
1,58,0,0.04259602736263712
1,58,1,0.9574039726373629
2,58,0,0.09161371912896732
2,58,1,0.9083862808710327
3,58,0,0.03611835509906691
3,58,1,0.9638816449009331
0,59,0,0.9565438362605228
0,59,1,0.04345616373947725
1,59,0,0.8907054717440008
1,59,1,0.10929452825599918
2,59,0,0.8657812069783162
2,59,1,0.13421879302168382
3,59,0,0.9103325296539045
3,59,1,0.08966747034609546
0,60,0,0.9050451362884395
0,60,1,0.09495486371156048
1,60,0,0.8953339154260607
1,60,1,0.10466608457393933
2,60,0,0.893430971767106
2,60,1,0.10656902823289405
3,60,0,0.908813810745347
3,60,1,0.09118618925465302
0,61,0,0.7533345015141796
0,61,1,0.24666549848582042
1,61,0,0.8991627881692034
1,61,1,0.10083721183079665
2,61,0,0.8603408904876019
2,61,1,0.13965910951239813
3,61,0,0.8289128535507355
3,61,1,0.17108714644926448
0,62,0,0.918528038170408
0,62,1,0.08147196182959204
1,62,0,0.9575550467391813
1,62,1,0.04244495326081865
2,62,0,0.9769583205523905
2,62,1,0.023041679447609487
3,62,0,0.990934872088037
3,62,1,0.009065127911962982
0,63,0,0.0589429987627299
0,63,1,0.9410570012372701
1,63,0,0.08504095201843676
1,63,1,0.9149590479815632
2,63,0,0.08155229316603628
2,63,1,0.9184477068339637
3,63,0,0.08323178099452899
3,63,1,0.916768219005471
0,64,0,0.0800650720350824
0,64,1,0.9199349279649176
1,64,0,0.0930899488494541
1,64,1,0.9069100511505459
2,64,0,0.143510581283747
2,64,1,0.8564894187162531
3,64,0,0.08697453957014134
3,64,1,0.9130254604298587
0,65,0,0.03481692070712618
0,65,1,0.9651830792928738
1,65,0,0.0742197456439131
1,65,1,0.9257802543560869
2,65,0,0.13435830066626187
2,65,1,0.8656416993337381
3,65,0,0.10362469430146415
3,65,1,0.8963753056985359
0,66,0,0.04888764119144462
0,66,1,0.9511123588085554
1,66,0,0.1971193856402692
1,66,1,0.8028806143597308
2,66,0,0.14833768400456693
2,66,1,0.8516623159954331
3,66,0,0.09680157985059584
3,66,1,0.9031984201494041
0,67,0,0.02589176752577338
0,67,1,0.9741082324742266
1,67,0,0.030751879598639675
1,67,1,0.9692481204013603
2,67,0,0.0678618819901682
2,67,1,0.9321381180098318
3,67,0,0.056775856749423585
3,67,1,0.9432241432505765
0,68,0,0.9758311044673916
0,68,1,0.024168895532608346
1,68,0,0.9824232886159037
1,68,1,0.017576711384096333
2,68,0,0.996279828183958
2,68,1,0.003720171816041784
3,68,0,0.9901333214242106
3,68,1,0.009866678575789378
0,69,0,0.9954152447576544
0,69,1,0.0045847552423455605
1,69,0,0.990020142818462
1,69,1,0.009979857181538097
2,69,0,0.9882348818111892
2,69,1,0.011765118188810523
3,69,0,0.9957860642086785
3,69,1,0.004213935791321455
0,70,0,0.9966514183276789
0,70,1,0.0033485816723211456
1,70,0,0.9887618213515278
1,70,1,0.011238178648472232
2,70,0,0.9990527822256885
2,70,1,9.472177743113293E-4
3,70,0,0.9951411912554857
3,70,1,0.004858808744514276
0,71,0,0.9988125193672639
0,71,1,0.0011874806327360759
1,71,0,0.9998079573379594
1,71,1,1.920426620406476E-4
2,71,0,0.9980078491487694
2,71,1,0.0019921508512304124
3,71,0,0.9821749135390567
3,71,1,0.01782508646094326
0,72,0,0.13422022900908107
0,72,1,0.865779770990919
1,72,0,0.16508417647959017
1,72,1,0.8349158235204098
2,72,0,0.08268223495483473
2,72,1,0.917317765045165
3,72,0,0.14264622786150682
3,72,1,0.8573537721384932
0,73,0,0.9087227077283597
0,73,1,0.09127729227164028
1,73,0,0.7578039179914519
1,73,1,0.24219608200854814
2,73,0,0.7482948144593997
2,73,1,0.2517051855406003
3,73,0,0.8239513574900295
3,73,1,0.17604864250997032
0,74,0,0.8421203162388408
0,74,1,0.15787968376115924
1,74,0,0.9159961278644901
1,74,1,0.08400387213550986
2,74,0,0.894572215334304
2,74,1,0.10542778466569602
3,74,0,0.8516784401267871
3,74,1,0.14832155987321294
0,75,0,0.8325076059715191
0,75,1,0.16749239402848093
1,75,0,0.8611656425383282
1,75,1,0.13883435746167183
2,75,0,0.9158125787474753
2,75,1,0.08418742125252465
3,75,0,0.8867272208491992
3,75,1,0.11327277915080078
0,76,0,0.7288219505611468
0,76,1,0.27117804943885315
1,76,0,0.7080709515701035
1,76,1,0.29192904842989653
2,76,0,0.7520458236908055
2,76,1,0.24795417630919445
3,76,0,0.5989958904462158
3,76,1,0.4010041095537844
0,77,0,0.7769179664444187
0,77,1,0.22308203355558132
1,77,0,0.8310156019654955
1,77,1,0.1689843980345045
2,77,0,0.6492059047184704
2,77,1,0.35079409528152955
3,77,0,0.8126098995100559
3,77,1,0.18739010048994434
0,78,0,0.7405941959665785
0,78,1,0.2594058040334215
1,78,0,0.7684533081888169
1,78,1,0.23154669181118315
2,78,0,0.6105265669254027
2,78,1,0.38947343307459725
3,78,0,0.6010811057070379
3,78,1,0.39891889429296234
0,79,0,0.7953312084249742
0,79,1,0.20466879157502582
1,79,0,0.8571861615597935
1,79,1,0.14281383844020645
2,79,0,0.7181602912460805
2,79,1,0.2818397087539195
3,79,0,0.7280838132751355
3,79,1,0.27191618672486456
0,80,0,0.7283690783019223
0,80,1,0.2716309216980777
1,80,0,0.8083296672438776
1,80,1,0.19167033275612239
2,80,0,0.7647878810288831
2,80,1,0.23521211897111693
3,80,0,0.6793242662986156
3,80,1,0.32067573370138436
0,81,0,0.0837490303633781
0,81,1,0.9162509696366219
1,81,0,0.1648397713508231
1,81,1,0.8351602286491769
2,81,0,0.13322174123319108
2,81,1,0.8667782587668089
3,81,0,0.0995396166564555
3,81,1,0.9004603833435445
0,82,0,0.17023885783650772
0,82,1,0.8297611421634923
1,82,0,0.1642750402144515
1,82,1,0.8357249597855485
2,82,0,0.09867530858820395
2,82,1,0.901324691411796
3,82,0,0.058280419006212725
3,82,1,0.9417195809937873
0,83,0,0.34321413485025143
0,83,1,0.6567858651497486
1,83,0,0.6175767871365481
1,83,1,0.38242321286345193
2,83,0,0.503804034399383
2,83,1,0.49619596560061696
3,83,0,0.4209954473174704
3,83,1,0.5790045526825296
0,84,0,0.3556753876155192
0,84,1,0.6443246123844808
1,84,0,0.5422894583257443
1,84,1,0.45771054167425573
2,84,0,0.12231935139277941
2,84,1,0.8776806486072206
3,84,0,0.6098769531561428
3,84,1,0.39012304684385724
0,85,0,0.31038065928577785
0,85,1,0.6896193407142222
1,85,0,0.3840799065761771
1,85,1,0.6159200934238229
2,85,0,0.2940279445081213
2,85,1,0.7059720554918787
3,85,0,0.42875684155530397
3,85,1,0.571243158444696
0,86,0,0.19375814776282962
0,86,1,0.8062418522371704
1,86,0,0.3625661597612738
1,86,1,0.6374338402387262
2,86,0,0.2931033124845921
2,86,1,0.7068966875154079
3,86,0,0.26832139852227266
3,86,1,0.7316786014777273
0,87,0,0.26351943539851386
0,87,1,0.7364805646014861
1,87,0,0.3221134110484518
1,87,1,0.6778865889515482
2,87,0,0.4047650606652715
2,87,1,0.5952349393347285
3,87,0,0.45009046499319616
3,87,1,0.5499095350068038
0,88,0,0.008368086365790228
0,88,1,0.9916319136342098
1,88,0,0.021652604632647014
1,88,1,0.9783473953673529
2,88,0,0.01339706736079016
2,88,1,0.9866029326392098
3,88,0,0.030585578265375564
3,88,1,0.9694144217346244
0,89,0,0.06457312887492228
0,89,1,0.9354268711250777
1,89,0,0.05858968325770399
1,89,1,0.941410316742296
2,89,0,0.021203990486385306
2,89,1,0.9787960095136147
3,89,0,0.08123653118359983
3,89,1,0.9187634688164001
0,90,0,0.021825698901175472
0,90,1,0.9781743010988245
1,90,0,0.034042922200298434
1,90,1,0.9659570777997013
2,90,0,0.018643344422817964
2,90,1,0.981356655577182
3,90,0,0.03043914362942335
3,90,1,0.9695608563705767
0,91,0,0.023265195554461753
0,91,1,0.9767348044455383
1,91,0,0.013203096980620365
1,91,1,0.9867969030193794
2,91,0,0.037583101133592534
2,91,1,0.9624168988664075
3,91,0,0.044452496258289065
3,91,1,0.9555475037417109
0,92,0,0.012361592849876368
0,92,1,0.9876384071501236
1,92,0,0.016845062703951696
1,92,1,0.9831549372960481
2,92,0,0.01779812784730983
2,92,1,0.9822018721526902
3,92,0,0.014206365640099472
3,92,1,0.9857936343599005
0,93,0,0.0032178777405307496
0,93,1,0.9967821222594693
1,93,0,0.006778063793790867
1,93,1,0.9932219362062089
2,93,0,0.008275988375190502
2,93,1,0.9917240116248095
3,93,0,0.017715261272037035
3,93,1,0.982284738727963
0,94,0,0.09294440180187191
0,94,1,0.9070555981981281
1,94,0,0.00321127185834702
1,94,1,0.9967887281416528
2,94,0,0.09804860641724145
2,94,1,0.9019513935827586
3,94,0,0.19656536421561116
3,94,1,0.8034346357843889
0,95,0,0.5213605325823292
0,95,1,0.4786394674176708
1,95,0,0.14019301811395518
1,95,1,0.8598069818860445
2,95,0,0.06010071402020345
2,95,1,0.9398992859797966
3,95,0,0.17889095170556799
3,95,1,0.821109048294432
0,96,0,0.04350100882963148
0,96,1,0.9564989911703685
1,96,0,0.003180189368814136
1,96,1,0.9968198106311856
2,96,0,0.008610938311630982
2,96,1,0.991389061688369
3,96,0,0.031144328018411153
3,96,1,0.9688556719815888
0,97,0,0.03594243722833368
0,97,1,0.9640575627716663
1,97,0,0.01838614718322755
1,97,1,0.9816138528167723
2,97,0,0.010903598867600728
2,97,1,0.9890964011323993
3,97,0,0.01799303193975931
3,97,1,0.9820069680602407
0,98,0,0.16240273832035873
0,98,1,0.8375972616796412
1,98,0,0.1136087629435556
1,98,1,0.8863912370564442
2,98,0,0.09459304733325352
2,98,1,0.9054069526667465
3,98,0,0.19879686942873043
3,98,1,0.8012031305712696
0,99,0,0.19342747157829043
0,99,1,0.8065725284217096
1,99,0,0.1421863746587988
1,99,1,0.857813625341201
2,99,0,0.22300647230477666
2,99,1,0.7769935276952233
3,99,0,0.3881942295141878
3,99,1,0.6118057704858122
0,100,0,0.21312474158832273
0,100,1,0.7868752584116773
1,100,0,0.09685014565696626
1,100,1,0.9031498543430335
2,100,0,0.16115578424036525
2,100,1,0.8388442157596347
3,100,0,0.16191430495398149
3,100,1,0.8380856950460185
0,101,0,0.030643075477089107
0,101,1,0.9693569245229109
1,101,0,0.019630498762260973
1,101,1,0.9803695012377388
2,101,0,0.019422841523379253
2,101,1,0.9805771584766207
3,101,0,0.02103600091847899
3,101,1,0.978963999081521
0,102,0,0.02350082027907152
0,102,1,0.9764991797209285
1,102,0,0.015552057203582912
1,102,1,0.9844479427964169
2,102,0,0.005023268448523432
2,102,1,0.9949767315514766
3,102,0,0.011323618805225255
3,102,1,0.9886763811947747
0,103,0,0.020664795997462626
0,103,1,0.9793352040025374
1,103,0,0.02755203001120196
1,103,1,0.9724479699887978
2,103,0,0.02305407903347804
2,103,1,0.976945920966522
3,103,0,0.013969052502159629
3,103,1,0.9860309474978404
0,104,0,0.006061518120691778
0,104,1,0.9939384818793082
1,104,0,0.006482401355919332
1,104,1,0.9935175986440804
2,104,0,0.008606532061270933
2,104,1,0.9913934679387291
3,104,0,0.01289245313784848
3,104,1,0.9871075468621515
0,105,0,0.03176168857949002
0,105,1,0.96823831142051
1,105,0,0.028547701070655122
1,105,1,0.9714522989293447
2,105,0,0.02254281463802832
2,105,1,0.9774571853619717
3,105,0,0.025757695370072487
3,105,1,0.9742423046299276
0,106,0,0.28820181985997395
0,106,1,0.711798180140026
1,106,0,0.21149701478167948
1,106,1,0.7885029852183203
2,106,0,0.28421809600504133
2,106,1,0.7157819039949587
3,106,0,0.3142757376056934
3,106,1,0.6857242623943066
0,107,0,0.0018775444507286338
0,107,1,0.9981224555492714
1,107,0,0.0014179330579819922
1,107,1,0.9985820669420178
2,107,0,0.003170609809920203
2,107,1,0.9968293901900798
3,107,0,0.002202091006140589
3,107,1,0.9977979089938595
0,108,0,0.0021937909154572813
0,108,1,0.9978062090845428
1,108,0,0.0032162826264939826
1,108,1,0.9967837173735058
2,108,0,0.0010058402251570397
2,108,1,0.998994159774843
3,108,0,0.003517657184880877
3,108,1,0.9964823428151192
0,109,0,0.02923840199355421
0,109,1,0.9707615980064458
1,109,0,0.0238826409388323
1,109,1,0.9761173590611675
2,109,0,0.02589062433814647
2,109,1,0.9741093756618535
3,109,0,0.015718387704548475
3,109,1,0.9842816122954515
0,110,0,0.010530233118649009
0,110,1,0.989469766881351
1,110,0,0.011957310314444691
1,110,1,0.9880426896855551
2,110,0,0.019569356033042325
2,110,1,0.9804306439669577
3,110,0,0.00666339591817855
3,110,1,0.9933366040818215
0,111,0,0.021314215675808157
0,111,1,0.9786857843241918
1,111,0,0.018224105802503443
1,111,1,0.9817758941974963
2,111,0,0.03183750590293366
2,111,1,0.9681624940970663
3,111,0,0.0069012224146189636
3,111,1,0.993098777585381
0,112,0,0.11390520151534611
0,112,1,0.8860947984846539
1,112,0,0.4609931506823858
1,112,1,0.5390068493176142
2,112,0,0.22589945011597368
2,112,1,0.7741005498840263
3,112,0,0.23676824549759212
3,112,1,0.7632317545024079
0,113,0,0.36683554267884355
0,113,1,0.6331644573211564
1,113,0,0.3042711222562109
1,113,1,0.6957288777437891
2,113,0,0.40281470816112985
2,113,1,0.5971852918388701
3,113,0,0.41764248514707997
3,113,1,0.5823575148529201
0,114,0,0.9957432825431984
0,114,1,0.004256717456801784
1,114,0,0.983332606789846
1,114,1,0.01666739321015398
2,114,0,0.9941503990186784
2,114,1,0.005849600981321607
3,114,0,0.998461730678334
3,114,1,0.0015382693216660257
0,115,0,0.06988377368589449
0,115,1,0.9301162263141055
1,115,0,0.0381769866832713
1,115,1,0.9618230133167287
2,115,0,0.04160229785448944
2,115,1,0.9583977021455106
3,115,0,0.0798499486774682
3,115,1,0.9201500513225318
0,116,0,0.5292636401135145
0,116,1,0.47073635988648554
1,116,0,0.35664913617926486
1,116,1,0.6433508638207351
2,116,0,0.4737886900522592
